# string-xref names: 0x<rva>|<qualified name>|tier|votes|<mangled>
0x0042CE70|FalloutAudio::MysteriousStrangerAppears|T1|2|?MysteriousStrangerAppears@FalloutAudio@@SAXXZ
0x0042DA01|FalloutAudioMedia::Startup|T1|2|?Startup@FalloutAudioMedia@@SAXXZ
0x0042E1CF|FalloutAudioMedia::MediaOpen|T2|1|?MediaOpen@FalloutAudioMedia@@SAXW4MEDIATYPE@@PBDI_N2MI@Z
0x004316CC|BSXenonGameSound::Open|T2|1|?Open@BSXenonGameSound@@UAA_NXZ
0x00431DE0|FalloutRadio::PipboyUpdate|T2|2|?PipboyUpdate@FalloutRadio@@KAX_N@Z
0x00432160|FalloutRadio::UpdateStations|T1|2|?UpdateStations@FalloutRadio@@KAX_N@Z
0x00433100|FalloutRadio::UpdateStation|T2|1|?UpdateStation@FalloutRadio@@KAXPAUFORadioStation@1@@Z
0x00433BC0|FalloutRadio::SetBroadcastState|T2|1|?SetBroadcastState@FalloutRadio@@SAXPAVTESObjectREFR@@_N@Z
0x00433CE0|FalloutRadio::StartRadioConversation|T2|1|?StartRadioConversation@FalloutRadio@@SAXPAVTESObjectREFR@@PAVTESTopic@@@Z
0x00435F10|ImpactMixer::PlayCollisionSound|T2|1|?PlayCollisionSound@ImpactMixer@@SAXAAUCOLLISION_SOUND@1@@Z
0x004363A0|ImpactMixer::PlayFootstep|T2|4|?PlayFootstep@ImpactMixer@@SAXPAVTESObjectREFR@@H@Z
0x0043684F|ImpactMixer::PlayEquipSound|T2|1|?PlayEquipSound@ImpactMixer@@SAXPAVTESObjectREFR@@H@Z
0x00436D76|ImpactMixer::PlayJump|T2|2|?PlayJump@ImpactMixer@@SAXPAVTESObjectREFR@@H@Z
0x00437A31|ImpactMixer::PlayWeaponBlock|T1|2|?PlayWeaponBlock@ImpactMixer@@SAXHPAVTESObjectWEAP@@VNiPoint3@@1_N@Z
0x00437D55|ImpactMixer::InitFootsteps|T2|1|?InitFootsteps@ImpactMixer@@SAXXZ
0x00438665|ImpactMixer::GetSoundForType|T3|12|?GetSoundForType@ImpactMixer@@KAPAVTESSound@@HMM@Z
0x00438AAF|ImpactMixer::PlayHitSound|T2|1|?PlayHitSound@ImpactMixer@@SAXPAVActor@@MM0HHH_N1@Z
0x00439AB0|Conversation::GetDialogueItemIndex|T2|1|?GetDialogueItemIndex@Conversation@@QAAFPAVDialogueItem@@@Z
0x00439D30|Conversation::GetSaveSize|T2|2|?GetSaveSize@Conversation@@QAAGXZ
0x0043A002|Conversation::SaveGame|T2|4|?SaveGame@Conversation@@QAAXXZ
0x0043A441|Conversation::LoadGame|T2|5|?LoadGame@Conversation@@QAAXXZ
0x0043A9AF|DialogueItem::GetDialogueResponseIndex|T2|1|?GetDialogueResponseIndex@DialogueItem@@QAAFPAVDialogueResponse@@@Z
0x0043A9E0|DialogueItem::GetDialogueResponseByIndex|T2|1|?GetDialogueResponseByIndex@DialogueItem@@QAAPAVDialogueResponse@@F@Z
0x0043D420|MenuTopic::GetSaveSize|T1|2|?GetSaveSize@MenuTopic@@QAAGXZ
0x0043D690|MenuTopic::SaveGame|T1|4|?SaveGame@MenuTopic@@QAAXXZ
0x0043DB00|MenuTopic::LoadGame|T2|3|?LoadGame@MenuTopic@@QAAXPAVTESObjectREFR@@@Z
0x0043E1A0|DebugTextAnimation::_DTPFactory::_DTPFactory|T2|1|??0_DTPFactory@DebugTextAnimation@@QAA@XZ
0x0043EBB0|BGSChangeFlags::GetFlagName|T3|17|?GetFlagName@BGSChangeFlags@@SAPBDHI_N@Z
0x00440FB0|BGSReconstructFormsInFileMap::ReconstructForms|T2|1|?ReconstructForms@BGSReconstructFormsInFileMap@@QAAXPAVTESFile@@PAVBGSReconstructedForms@@@Z
0x004416C0|BGSReconstructFormsInAllFilesMap::AddForm|T2|1|?AddForm@BGSReconstructFormsInAllFilesMap@@QAAXPAVTESForm@@I@Z
0x004418B0|BGSReconstructFormsInAllFilesMap::AddReference|T2|1|?AddReference@BGSReconstructFormsInAllFilesMap@@QAAXPAVTESObjectCELL@@II@Z
0x00441990|BGSReconstructFormsInAllFilesMap::AddReference|T2|1|?AddReference@BGSReconstructFormsInAllFilesMap@@QAAXPAVTESWorldSpace@@HHII@Z
0x00444070|BGSSaveGameBuffer::SaveVariableSizedValue|T2|1|?SaveVariableSizedValue@BGSSaveGameBuffer@@QAAXI@Z
0x00444180|BGSLoadGameBuffer::LoadDataFromBuffer|T2|1|?LoadDataFromBuffer@BGSLoadGameBuffer@@IAAXPAXI@Z
0x00445880|BGSSaveLoadGame::LoadPluginList|T2|1|?LoadPluginList@BGSSaveLoadGame@@IAA_NPAVBGSSaveLoadFile@@@Z
0x00445C60|BGSSaveLoadGame::SaveGame|T2|1|?SaveGame@BGSSaveLoadGame@@IAAXPAVBGSSaveLoadFile@@@Z
0x00446C50|BGSSaveLoadGame::LoadGame|T2|1|?LoadGame@BGSSaveLoadGame@@IAA_NPAVBGSSaveLoadFile@@_N@Z
0x00447732|BGSSaveLoadGame::LoadForm|T2|1|?LoadForm@BGSSaveLoadGame@@QAAXPAVTESForm@@@Z
0x00447793|BGSSaveLoadGame::QueueInitPackageLocations|T2|1|?QueueInitPackageLocations@BGSSaveLoadGame@@IAAXPAVActor@@@Z
0x00447A8A|BGSSaveLoadGame::UnloadForm|T2|1|?UnloadForm@BGSSaveLoadGame@@QAAXPAVTESForm@@_N@Z
0x004480F5|BGSSaveLoadGame::CheckInitialData|T2|3|?CheckInitialData@BGSSaveLoadGame@@IAAIPAVBGSSaveLoadFile@@PAVBGSLoadFormBuffer@@PAVBGSSaveLoadFormIDMap@@@Z
0x00448572|BGSSaveLoadGame::HandleUnrevertibleChanges|T2|1|?HandleUnrevertibleChanges@BGSSaveLoadGame@@IAA_NAAPAVTESForm@@VBGSChangeFlags@@_N@Z
0x004489A7|BGSSaveLoadGame::ClearForm|T2|1|?ClearForm@BGSSaveLoadGame@@QAAXPAVTESForm@@@Z
0x00448ACB|BGSSaveLoadGame::AddChangedFormID|T2|1|?AddChangedFormID@BGSSaveLoadGame@@QAAXII@Z
0x00449422|BGSSaveLoadGame::CleanupExpiredData|T2|1|?CleanupExpiredData@BGSSaveLoadGame@@QAAXXZ
0x0044A115|BGSSaveLoadGlobalData::LoadGlobalData|T2|1|?LoadGlobalData@BGSSaveLoadGlobalData@@SA_NIPAVBGSLoadGameBuffer@@@Z
0x0044A33F|BGSSaveLoadGlobalData::FinishLoadGlobalData|T2|1|?FinishLoadGlobalData@BGSSaveLoadGlobalData@@SA_NIPAVBGSLoadGameBuffer@@@Z
0x0044A447|BGSSaveLoadGlobalData::RevertGlobalData|T2|1|?RevertGlobalData@BGSSaveLoadGlobalData@@SA_NIPAVBGSLoadGameBuffer@@_N@Z
0x0044BC20|ContainerMenu::SetFilterModeTitle|T2|1|?SetFilterModeTitle@ContainerMenu@@AAAXPAVTile@@@Z
0x0044C030|BGSSaveLoadHeader::LoadHeaderScreenshot|T2|1|?LoadHeaderScreenshot@BGSSaveLoadHeader@@SAPAVNiTexture@@PAVBGSSaveLoadFile@@III@Z
0x0044D240|BGSSaveLoadInitialData::SaveInitialData|T2|1|?SaveInitialData@BGSSaveLoadInitialData@@SA?AW4INITIAL_DATA_TYPE@@PAVBGSSaveFormBuffer@@PAVTESForm@@VBGSChangeFlags@@@Z
0x0044D7CD|BGSSaveLoadInitialData::LoadInitialData|T2|4|?LoadInitialData@BGSSaveLoadInitialData@@SA?AW4INITIAL_DATA_TYPE@@PAVBGSLoadFormBuffer@@PAVTESForm@@VBGSChangeFlags@@@Z
0x0044E610|BGSSaveLoadManager::SaveGame|T1|2|?SaveGame@BGSSaveLoadManager@@QAA_NPBDH_N@Z
0x0044EA83|TESSaveLoadGame::Quicksave|T2|2|?Quicksave@TESSaveLoadGame@@QAAXXZ
0x0044EB80|CompanionWheelMenu::TransitionFromCloseToTalkTo|T2|1|?TransitionFromCloseToTalkTo@CompanionWheelMenu@@QAAXXZ
0x0044F0A1|BGSSaveLoadManager::LoadGameHeader|T1|2|?LoadGameHeader@BGSSaveLoadManager@@IAA_NPAVBGSSaveLoadFile@@@Z
0x0044F22B|BGSSaveLoadManager::GetVersionInfo|T1|2|?GetVersionInfo@BGSSaveLoadManager@@QAAXPADI@Z
0x0044F713|BGSSaveLoadManager::ConvertSaveGames|T2|1|?ConvertSaveGames@BGSSaveLoadManager@@QAAXXZ
0x0044F880|BGSSaveLoadManager::GenerateSaveFileName|T2|1|?GenerateSaveFileName@BGSSaveLoadManager@@QAAXPAD_N1@Z
0x0044FB24|BGSSaveLoadManager::IsSaveFileNameQuicksave|T2|1|?IsSaveFileNameQuicksave@BGSSaveLoadManager@@QAA_NPBD@Z
0x0044FD30|BGSSaveLoadManager::GetPlayTimeString|T2|1|?GetPlayTimeString@BGSSaveLoadManager@@QAAXPAD_N@Z
0x0045024E|BGSSaveLoadManager::CopySaveGames|T2|2|?CopySaveGames@BGSSaveLoadManager@@QAAX_N@Z
0x004505BD|BGSSaveLoadManager::ExecuteSystemUtilitySave|T2|2|?ExecuteSystemUtilitySave@BGSSaveLoadManager@@QAAX_N@Z
0x00450FE0|BGSSaveLoadReferencesMap::LoadChangedReference|T2|1|?LoadChangedReference@BGSSaveLoadReferencesMap@@QAAXIPAVBGSReconstructFormsInAllFilesMap@@@Z
0x00451741|SavedFormData::GetFormName|T2|1|?GetFormName@SavedFormData@@QAAXPADI@Z
0x00451EF0|SaveStats::PrintStats|T2|5|?PrintStats@SaveStats@@QAAXPAD@Z
0x004520D2|DebugTextFaceGen::RenderFaceGenExpressionInfo|T2|1|?RenderFaceGenExpressionInfo@DebugTextFaceGen@@IAAXPAVIDebugText@@W4DEBUGTEXT_LOCATION@@W4DEBUGTEXT_JUSTIFY@@@Z
0x00452424|BGSSaveLoadStatsMap::OutputStats|T2|5|?OutputStats@BGSSaveLoadStatsMap@@IAAXXZ
0x00453090|TESSaveLoadGame::ResetObject|T2|1|?ResetObject@TESSaveLoadGame@@AAAHPAVTESForm@@II@Z
0x0045390E|TESSaveLoadGame::RevertCurrentChanges|T2|1|?RevertCurrentChanges@TESSaveLoadGame@@QAAX_N@Z
0x004539E0|TESSaveLoadGame::SaveGameDataOLD|T2|1|?SaveGameDataOLD@TESSaveLoadGame@@QAAXPAXI@Z
0x00453A76|TESSaveLoadGame::SaveNumericID|T2|1|?SaveNumericID@TESSaveLoadGame@@QAAXPAII@Z
0x00453C7E|ArchiveManager::OutputFileEntryTracking|T2|1|?OutputFileEntryTracking@ArchiveManager@@SAXPADI@Z
0x00453D5A|D3DXShader::CParse::PrintType|T3|1|?PrintType@CParse@D3DXShader@@IAAIPADIPAVCNode@2@@Z
0x00454651|TESSaveLoadGame::SaveQueuedAttachedAnimation|T2|1|?SaveQueuedAttachedAnimation@TESSaveLoadGame@@QAAXPAVTESObjectREFR@@@Z
0x00454CE0|ChangesMap::SetChanges|T2|1|?SetChanges@ChangesMap@@QAAPAVChangeData@@II@Z
0x00454D50|TESSaveLoadGame::SaveGame|T2|2|?SaveGame@TESSaveLoadGame@@QAA_NPAVBSFile@@PBD_N@Z
0x00455730|BGSSaveLoadManager::IsSaveFileNameAutosave|T2|1|?IsSaveFileNameAutosave@BGSSaveLoadManager@@QAA_NPBD@Z
0x004562C0|TESSaveLoadGame::SaveGlobalData|T2|4|?SaveGlobalData@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x004564A9|TESSaveLoadGame::LoadGlobalData|T2|2|?LoadGlobalData@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x00456556|TESSaveLoadGame::SaveGlobals|T2|1|?SaveGlobals@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x00456657|TESSaveLoadGame::SaveFinalData|T1|2|?SaveFinalData@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x00456850|TESSaveLoadGame::LoadForm|T2|2|?LoadForm@TESSaveLoadGame@@QAA_NPAVTESForm@@@Z
0x004577E3|TESSaveLoadGame::CheckFlags|T2|1|?CheckFlags@TESSaveLoadGame@@QAAIPAVTESForm@@I@Z
0x00457AA0|TESSaveLoadGame::CreateChangedReference|T2|1|?CreateChangedReference@TESSaveLoadGame@@AAAXI@Z
0x00457AFF|TESSaveLoadGame::WriteFile|T2|1|?WriteFile@TESSaveLoadGame@@QAAIPAVBSFile@@PAXI@Z
0x00457B50|BGSSaveLoadInitialData::CreateReference|T2|1|?CreateReference@BGSSaveLoadInitialData@@SAPAVTESForm@@IPAUReferenceInitialData@@PAV2@@Z
0x00457EF4|TESSaveLoadGame::CreateReference|T2|1|?CreateReference@TESSaveLoadGame@@AAAPAVTESForm@@IPAUCreatedReferenceData@@@Z
0x004581C3|TESSaveLoadGame::CreateReferenceFromFile|T1|2|?CreateReferenceFromFile@TESSaveLoadGame@@AAAPAVTESForm@@IPAUMovedReferenceData@@@Z
0x00458345|TESSaveLoadGame::DeleteForm|T2|1|?DeleteForm@TESSaveLoadGame@@QAAXPAVTESForm@@@Z
0x00458931|TESSaveLoadGame::SaveInitialData|T2|2|?SaveInitialData@TESSaveLoadGame@@AAAXPAVTESForm@@I@Z
0x00459120|TESSaveLoadGame::LoadInitialData|T2|1|?LoadInitialData@TESSaveLoadGame@@AAAXPAVTESForm@@I@Z
0x00459348|TESSaveLoadGame::SavePluginList|T2|1|?SavePluginList@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x0045C58D|TESSaveLoadGame::BuildChangesString|T2|21|?BuildChangesString@TESSaveLoadGame@@QAAXPADPAVTESForm@@IE_N@Z
0x0045D9F7|TESSaveLoadGame::LoadCharControllers|T2|1|?LoadCharControllers@TESSaveLoadGame@@AAAXXZ
0x0045DB61|XGRAPHICS::PrintConstant|T2|1|?PrintConstant@XGRAPHICS@@YAXPAVOutStream@1@PBD11PBU_D3DXCONSTANT_DESC@@PBU_D3DXSHADER_CONSTANTTABLE@@PBU_D3DXSHADER_CONSTANTINFO@@PBU_D3DXSHADER_TYPEINFO@@@Z
0x0045E42A|TESSaveLoadGame::GetSaveGameDataOLD|T2|3|?GetSaveGameDataOLD@TESSaveLoadGame@@QAAPAVNiTexture@@PAVBSFile@@PAIPAD22222PAH_N@Z
0x0045E9B4|TESSaveLoadGame::ReadSaveGameDataOLD|T2|1|?ReadSaveGameDataOLD@TESSaveLoadGame@@QAAPAVNiTexture@@PAVBSFile@@IPAIPADPAG2PAMPAU_SYSTEMTIME@@1PAH@Z
0x0045EE29|TESSaveLoadGame::GenerateSaveGameFileName|T2|3|?GenerateSaveGameFileName@TESSaveLoadGame@@AAAXPAD@Z
0x0045F0B2|TESSaveLoadGame::LoadHeader|T2|1|?LoadHeader@TESSaveLoadGame@@AAAIPAVBSFile@@_N@Z
0x0045F420|TESSaveLoadGame::SaveHeader|T2|2|?SaveHeader@TESSaveLoadGame@@AAAXPAVBSFile@@PBD@Z
0x0045F60C|TESSaveLoadGame::LoadGame|T2|1|?LoadGame@TESSaveLoadGame@@QAA_NPAVBSFile@@PBD_N@Z
0x0045F810|TESSaveLoadGame::AddCreatedBaseObject|T1|2|?AddCreatedBaseObject@TESSaveLoadGame@@QAAXPAVTESForm@@@Z
0x0045FAD7|TESSaveLoadGame::TestSaveCreatedBaseObjects|T2|1|?TestSaveCreatedBaseObjects@TESSaveLoadGame@@QAAXXZ
0x0045FE2B|TESSaveLoadGame::LoadNumericIDArrays|T2|1|?LoadNumericIDArrays@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x0045FE62|TESSaveLoadGame::SaveNumericIDArrays|T2|1|?SaveNumericIDArrays@TESSaveLoadGame@@AAAXPAVBSFile@@@Z
0x004600B0|TESSaveLoadGame::TestAllCells|T2|1|?TestAllCells@TESSaveLoadGame@@QAAXI@Z
0x004607E0|TESSaveLoadGame::SafetyCheckReferencePositionAndAngle|T2|1|?SafetyCheckReferencePositionAndAngle@TESSaveLoadGame@@QAAXPAVTESObjectREFR@@@Z
0x00462C72|BGSLoadGameSubBuffer::LoadAnimation|T2|1|?LoadAnimation@BGSLoadGameSubBuffer@@QAAXPAVTESForm@@@Z
0x00462D93|BGSLoadGameSubBuffer::LoadCharController|T1|3|?LoadCharController@BGSLoadGameSubBuffer@@QAAXPAVTESForm@@@Z
0x00462DEA|BGSLoadGameSubBuffer::LoadHavokData|T2|1|?LoadHavokData@BGSLoadGameSubBuffer@@QAAXPAVTESForm@@@Z
0x004630A3|BGSLoadGameSubBuffer::SaveAnimation|T2|1|?SaveAnimation@BGSLoadGameSubBuffer@@QAAXPAVTESForm@@@Z
0x004632A0|BGSLoadGameSubBuffer::SaveHavokData|T2|1|?SaveHavokData@BGSLoadGameSubBuffer@@QAAXPAVTESForm@@@Z
0x00463FF0|BGSSaveGameBuffer::SaveVariableSizedValue|T2|1|?SaveVariableSizedValue@BGSSaveGameBuffer@@QAAXII@Z
0x00464940|MemoryManager::SpecifyPools|T3|4|?SpecifyPools@MemoryManager@@IAAXXZ
0x00464F20|MemoryManager::SpecifyMemoryLayout|T1|2|?SpecifyMemoryLayout@MemoryManager@@IAAXXZ
0x00465F60|Calendar::GetDayOfWeekString|T2|1|?GetDayOfWeekString@Calendar@@QAAPBDXZ
0x004662C0|GarbageCollector::Remove|T2|1|?Remove@GarbageCollector@@SAXPAVTESObjectREFR@@@Z
0x00466390|GarbageCollector::Add|T2|1|?Add@GarbageCollector@@SAXPAVAnimation@@@Z
0x00466570|GarbageCollector::Add|T2|1|?Add@GarbageCollector@@SAXPAVBSTempEffect@@@Z
0x004665B0|GarbageCollector::Add|T2|1|?Add@GarbageCollector@@SAXPAVBipedAnim@@@Z
0x00466690|GarbageCollector::Add|T2|1|?Add@GarbageCollector@@SAXPAVNiAVObject@@@Z
0x00466A0A|GarbageCollector::Update|T2|1|?Update@GarbageCollector@@SAXXZ
0x00466DA0|GarbageCollector::ClearTempEffects|T2|1|?ClearTempEffects@GarbageCollector@@SAXXZ
0x00466DC0|GarbageCollector::ClearAll|T2|1|?ClearAll@GarbageCollector@@SAXXZ
0x00468936|MessageHandler::Error|T2|1|?Error@MessageHandler@@MAAXPBD@Z
0x00469A20|NiXenonRenderer::BeginOffScreenFrame|T2|1|?BeginOffScreenFrame@NiXenonRenderer@@QAA_NXZ
0x00469AA0|NiXenonRenderer::EndOffScreenFrame|T2|1|?EndOffScreenFrame@NiXenonRenderer@@QAA_NXZ
0x0046A580|Main::DrawWorld_Refraction|T2|1|?DrawWorld_Refraction@Main@@QAAXPAVBSShaderAccumulator@@PAVBSRenderedTexture@@@Z
0x0046A6B1|Main::DrawWorld_DrawScene|T2|1|?DrawWorld_DrawScene@Main@@QAAXPAVSun@@_N11@Z
0x0046B2FA|Main::InitTES|T2|4|?InitTES@Main@@QAAXPAVNiNode@@@Z
0x0046B34C|Main::DrawWorld_ImageSpace|T2|1|?DrawWorld_ImageSpace@Main@@QAAX_NPAVBSRenderedTexture@@PAVNiXenonRenderer@@1@Z
0x0046B743|Main::InitSceneGraph|T2|2|?InitSceneGraph@Main@@QAAXXZ
0x0046C083|DebugTextParticleSystem::RenderPage|T2|1|?RenderPage@DebugTextParticleSystem@@UAAXPAVIDebugText@@H@Z
0x0046FBA0|Main::DrawWorld_InitRenderTexture|T2|1|?DrawWorld_InitRenderTexture@Main@@QAAPAVBSRenderedTexture@@PAVNiXenonRenderer@@PAV2@_N2@Z
0x0046FEA7|Main::DrawWorld_MTRender1stPerson|T2|1|?DrawWorld_MTRender1stPerson@Main@@QAAXPAVNiXenonRenderer@@PAVNiGeometry@@PAVSun@@PAVBSRenderedTexture@@@Z
0x00471220|Main::DrawWorld_MTSetup1stPerson|T2|1|?DrawWorld_MTSetup1stPerson@Main@@QAAXXZ
0x00471529|Main::DrawWorld_UpdateOffscreenBuffers|T2|1|?DrawWorld_UpdateOffscreenBuffers@Main@@QAAXXZ
0x00472AD0|Main::ForceUpdateTextures|T2|1|?ForceUpdateTextures@Main@@QAAXXZ
0x00473B3D|Main::OnIdle_UpdateCurrentGridCell|T2|1|?OnIdle_UpdateCurrentGridCell@Main@@QAAXXZ
0x00473F58|Main::RenderMenuBackground|T2|1|?RenderMenuBackground@Main@@QAAXXZ
0x004756C1|Main::UpdateOffscreenInterface|T2|1|?UpdateOffscreenInterface@Main@@QAAXXZ
0x0047579E|Main::InitSky|T1|2|?InitSky@Main@@SAXXZ
0x004770BE|ScreenShot::TakeSaveGameScreenShot|T2|3|?TakeSaveGameScreenShot@ScreenShot@@SAPAVNiPixelData@@AAH0PBD@Z
0x004799F0|TaskQueueInterface::TaskUnpackFunc|T2|1|?TaskUnpackFunc@TaskQueueInterface@@SAXABUBSPackedTask@@@Z
0x0047C6BC|Actor::CreateRagdollInstance|T2|2|?CreateRagdollInstance@Actor@@QAAXPAVNiAVObject@@_N11@Z
0x00485FDD|Actor::ResetLoadedAnimations|T2|1|?ResetLoadedAnimations@Actor@@QAAXXZ
0x0048CB58|Actor::InitiateUseWeaponPackage|T2|1|?InitiateUseWeaponPackage@Actor@@QAAXPAVTESBoundObject@@PAVTESObjectREFR@@1H1_N222@Z
0x0048E7EC|Actor::DoTrap|T2|5|?DoTrap@Actor@@UAAXPAVTrapEntry@@PAVTargetEntry@@@Z
0x0048F745|Actor::DamageEquipment|T2|2|?DamageEquipment@Actor@@UAA_NPAVItemChange@@M_N@Z
0x004927DC|Actor::QueueAttack|T2|1|?QueueAttack@Actor@@QAA_NW4ANIM_GROUP_ENUM@@@Z
0x004929A0|Actor::StartAttack|T2|3|?StartAttack@Actor@@QAA_NW4ANIM_GROUP_ENUM@@@Z
0x004973E8|Actor::HandleBlockedAttack|T2|1|?HandleBlockedAttack@Actor@@MAAXMMPAV1@PAVProjectile@@@Z
0x004988B4|D3DXShader::Compiler::WritePerfLine|T2|1|?WritePerfLine@Compiler@D3DXShader@@QAAXPAU_iobuf@@J@Z
0x00498E89|ContainerMenu::UpdateLists|T2|1|?UpdateLists@ContainerMenu@@AAAXPAVTESBoundObject@@@Z
0x0049C1BD|TESCreature::Activate|T2|2|?Activate@TESCreature@@UAA_NPAVTESObjectREFR@@0_NPAVTESBoundObject@@H@Z
0x0049D34D|Actor::Kill|T2|2|?Kill@Actor@@QAAXPAV1@M@Z
0x0049E8FC|Actor::StopCombat|T2|1|?StopCombat@Actor@@UAAXPAV1@@Z
0x004A0533|Actor::SpeakSoundFunction|T2|1|?SpeakSoundFunction@Actor@@UAAMPBDAAVBSSoundHandle@@W4DIALOGUE_EMOTION@@IHPAVTESIdleForm@@3PAVTESObjectREFR@@_N5555@Z
0x004A4540|Actor::Move|T1|2|?Move@Actor@@UAAPAVbhkCharacterController@@MAAVNiPoint3@@I@Z
0x004A7310|Actor::SetEditorLocation|T2|1|?SetEditorLocation@Actor@@QAAXPAVTESWorldSpace@@PAVTESObjectCELL@@ABVNiPoint3@@M@Z
0x004A733F|TESQuest::GetSaveSize|T2|1|?GetSaveSize@TESQuest@@UAAGI@Z
0x004A735D|Actor::UpdateActorMover|T2|1|?UpdateActorMover@Actor@@IAAXM@Z
0x004A78F0|Actor::SaveGame|T2|3|?SaveGame@Actor@@UAAXI@Z
0x004A7A40|Actor::ChangeProcessLevel|T2|1|?ChangeProcessLevel@Actor@@UAA_NXZ
0x004A7D50|Actor::PickAnimations|T2|1|?PickAnimations@Actor@@QAAXMM@Z
0x004A8150|Actor::CreateBlood|T2|1|?CreateBlood@Actor@@QAAXMPAVHitData@@@Z
0x004A8170|Actor::UpdateAnimationMovementNoWorldUpdate|T2|1|?UpdateAnimationMovementNoWorldUpdate@Actor@@UAAXXZ
0x004A81E0|Actor::LoadGame|T2|3|?LoadGame@Actor@@UAAXII@Z
0x004A8290|Actor::GetSaveSize|T2|1|?GetSaveSize@Actor@@UAAGI@Z
0x004AB829|Actor::MoveActorAndFollowers|T2|1|?MoveActorAndFollowers@Actor@@QAAXABVNiPoint3@@MPAVTESObjectCELL@@PAVTESWorldSpace@@_N3@Z
0x004ABFA0|Actor::GetPickUpSoundName|T1|8|?GetPickUpSoundName@Actor@@QAAPBDPAVTESBoundObject@@_N1@Z
0x004AE86F|Actor::GetShouldAttackActor|T2|1|?GetShouldAttackActor@Actor@@QAA_NPAV1@_NAAW4FIGHT_REACTION@@1@Z
0x004AED51|TESObjectREFR::ReplaceModel|T2|1|?ReplaceModel@TESObjectREFR@@QAA_NXZ
0x004B12D0|Actor::WaitforPlayerAtJailMarker|T2|1|?WaitforPlayerAtJailMarker@Actor@@QAAXPAVTESObjectREFR@@_N@Z
0x004B4CD0|Actor::ClearDismemberedLimbs|T2|1|?ClearDismemberedLimbs@Actor@@QAAXXZ
0x004B5064|Actor::FillBoneArray|T2|1|?FillBoneArray@Actor@@QAAXPAVNiNode@@_N@Z
0x004B59B3|Actor::QueueReplacementLocomotion|T2|3|?QueueReplacementLocomotion@Actor@@QAAX_NPAVAnimation@@PBDPAVQueuedFile@@@Z
0x004B5B0B|Actor::QueueReplacementLocomotions|T1|4|?QueueReplacementLocomotions@Actor@@QAAX_N@Z
0x004B6DF0|Actor::IntegrateFactionLists|T2|1|?IntegrateFactionLists@Actor@@QAAIPAPAVTESFaction@@IPAV?$BSSimpleList@PAUFACTION_RANK@@@@1@Z
0x004B7721|Actor::ConditionModifiedCallback|T1|3|?ConditionModifiedCallback@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004B8490|Actor::InventoryWeightModifiedCallback|T2|1|?InventoryWeightModifiedCallback@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004BC14B|CombatUtilities::IsTargetWithinStrikeAngle|T2|1|?IsTargetWithinStrikeAngle@CombatUtilities@@SA_NPAVActor@@PAVTESObjectREFR@@PAM@Z
0x004BE940|Actor::AttackAlarm|T2|1|?AttackAlarm@Actor@@QAAXPAVTESObjectREFR@@_N1@Z
0x004BF1E7|Actor::TrespassAlarm|T2|1|?TrespassAlarm@Actor@@QAAHPAVTESObjectREFR@@PAVTESForm@@H@Z
0x004C3650|Actor::CheckDehydrationLevelChange|T1|3|?CheckDehydrationLevelChange@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004C3881|Actor::CheckHungerLevelChange|T1|3|?CheckHungerLevelChange@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004C3B18|Actor::CheckRadiationLevelChange|T1|3|?CheckRadiationLevelChange@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004C3D40|Actor::CheckSleepDeprevationLevelChange|T1|3|?CheckSleepDeprevationLevelChange@Actor@@SAXPAVActorValueOwner@@W4Index@ActorValue@@MM0@Z
0x004C44AB|ActorPackage::LoadGame|T1|2|?LoadGame@ActorPackage@@QAAXII@Z
0x004C4CB0|ActorPackage::FinishLoadGame|T2|1|?FinishLoadGame@ActorPackage@@QAAXPAVBGSLoadFormBuffer@@@Z
0x004C5350|AILinearTaskThreadManager::CreateThreads|T2|1|?CreateThreads@AILinearTaskThreadManager@@QAAXXZ
0x004C5610|AILinearTaskThreadManager::AddThread|T2|1|?AddThread@AILinearTaskThreadManager@@QAAXW4AI_THREAD_INDEX@1@IP6AXXZPBDW4StackSize@BSThread@@@Z
0x004C7BC0|AITaskThreadManager::AddThread|T2|1|?AddThread@AITaskThreadManager@@QAAXI@Z
0x004C7DA0|AITaskThread::OnStartup|T2|1|?OnStartup@AITaskThread@@QAAXXZ
0x004CB284|ArrowProjectile::ProcessCollision|T2|1|?ProcessCollision@ArrowProjectile@@QAA_NXZ
0x004CB6C7|ArrowProjectile::ProcessCollisionReference|T2|1|?ProcessCollisionReference@ArrowProjectile@@QAA_NPAVbhkRigidBody@@@Z
