# string-xref names: 0x<rva>|<qualified name>|tier|votes|<mangled>
0x00001270|AlchemyItem::InitItem|T2|1|?InitItem@AlchemyItem@@UAAXXZ
0x000017A0|AlchemyItem::IsWater|T2|1|?IsWater@AlchemyItem@@QAA_NXZ
0x00003940|EffectItemList::Load|T2|2|?Load@EffectItemList@@QAAXPAVTESFile@@PBD@Z
0x00004C80|EffectItemList::BuildMenuString|T2|2|?BuildMenuString@EffectItemList@@QAAXPADI@Z
0x00004EE0|EffectItemList::GetEffectItemIndex|T2|1|?GetEffectItemIndex@EffectItemList@@QAAEPAVEffectItem@@@Z
0x00004F50|EffectItemList::GetEffectItemByIndex|T2|1|?GetEffectItemByIndex@EffectItemList@@QAAPAVEffectItem@@E@Z
0x00005E40|EffectSetting::Load|T2|1|?Load@EffectSetting@@UAA_NPAVTESFile@@@Z
0x00006140|EffectSetting::InitItem|T2|2|?InitItem@EffectSetting@@UAAXXZ
0x00006CC0|EffectSetting::QueueEffect|T2|1|?QueueEffect@EffectSetting@@QAAHXZ
0x00007000|EffectSettingCollection::CreateDefaultEffects|T2|6|?CreateDefaultEffects@EffectSettingCollection@@SAXXZ
0x00009DA0|MagicItem::FinishedLoading|T2|1|?FinishedLoading@MagicItem@@QAAXXZ
0x0000BDDE|MagicSystem::GenerateDefaultObjects|T3|3|?GenerateDefaultObjects@MagicSystem@@SAXXZ
0x0000C870|ContainerItemExtra::InitItem|T2|1|?InitItem@ContainerItemExtra@@QAAXPAVTESForm@@@Z
0x0000DEE0|BaseExtraList::RemoveAllDefault|T2|1|?RemoveAllDefault@BaseExtraList@@QAAX_N@Z
0x0000DF70|BaseExtraList::AddExtra|T2|1|?AddExtra@BaseExtraList@@QAAPAVBSExtraData@@PAV2@@Z
0x0000E0B0|BaseExtraList::RemoveExtra|T2|1|?RemoveExtra@BaseExtraList@@QAAXE@Z
0x0000E160|BaseExtraList::RemoveExtra|T2|1|?RemoveExtra@BaseExtraList@@QAAXPAVBSExtraData@@_N@Z
0x0000E280|BaseExtraList::GetExtraData|T2|1|?GetExtraData@BaseExtraList@@QAAPAVBSExtraData@@E@Z
0x0000E3C0|BaseExtraList::GetPrevExtraData|T2|1|?GetPrevExtraData@BaseExtraList@@QAAPAVBSExtraData@@E@Z
0x0000F900|ExtraDataList::AddExtraCopy|T2|1|?AddExtraCopy@ExtraDataList@@QAAXPAVBSExtraData@@@Z
0x0000FEE0|ExtraDataList::CopyList|T2|1|?CopyList@ExtraDataList@@QAAXPAV1@@Z
0x00010020|ExtraDataList::RemoveAllCopyableExtra|T2|1|?RemoveAllCopyableExtra@ExtraDataList@@QAAX_N@Z
0x00010105|ExtraDataList::RemoveNonPersistentCellData|T2|1|?RemoveNonPersistentCellData@ExtraDataList@@QAAXXZ
0x00010220|ExtraDataList::CopyListForContainer|T2|1|?CopyListForContainer@ExtraDataList@@QAAXPAV1@_N@Z
0x0001039D|ExtraDataList::DuplicateExtraListForContainer|T2|1|?DuplicateExtraListForContainer@ExtraDataList@@QAAXPAV1@@Z
0x000104ED|ExtraDataList::CopyListForReference|T2|1|?CopyListForReference@ExtraDataList@@QAAXPAV1@_N@Z
0x000106E2|ExtraDataList::CompareListForContainer|T2|1|?CompareListForContainer@ExtraDataList@@QAA_NPAV1@_N1@Z
0x0001083A|ExtraDataList::CompareList|T2|1|?CompareList@ExtraDataList@@QAA_NPAV1@@Z
0x00013468|ExtraDataList::Load|T2|1|?Load@ExtraDataList@@QAAXPAVTESFile@@PAVTESForm@@@Z
0x00015CDF|ExtraDataList::InitItem|T2|18|?InitItem@ExtraDataList@@QAAXPAVTESForm@@@Z
0x00019350|ExtraDataList::SetStartingWorldOrCellForRef|T2|1|?SetStartingWorldOrCellForRef@ExtraDataList@@QAAXPAVTESObjectREFR@@@Z
0x00020A60|ExtraDataList::SetSavedAnimation|T2|1|?SetSavedAnimation@ExtraDataList@@QAAXPAD@Z
0x00020B54|ExtraDataList::SetSavedHavokData|T2|1|?SetSavedHavokData@ExtraDataList@@QAAXPAD@Z
0x000214F0|EffectSettingCollection::GetKnownEffectsSaveSize|T2|1|?GetKnownEffectsSaveSize@EffectSettingCollection@@SAHXZ
0x00022820|MiddleHighProcess::SaveGame|T1|3|?SaveGame@MiddleHighProcess@@UAAXIPAVMobileObject@@@Z
0x00023E5A|ExtraDataList::LoadGame|T2|4|?LoadGame@ExtraDataList@@QAAXIIPAVTESObjectREFR@@@Z
0x00025FD0|ExtraDataList::SaveGame|T2|1|?SaveGame@ExtraDataList@@QAAXPAVBGSSaveFormBuffer@@@Z
0x00027A45|ExtraDataList::LoadGame|T2|2|?LoadGame@ExtraDataList@@QAAXPAVBGSLoadFormBuffer@@@Z
0x00031E50|ExtraDecalRefs::InitItem|T2|1|?InitItem@ExtraDecalRefs@@QAAXPAVTESForm@@@Z
0x00032000|ExtraReflectorRefs::InitItem|T2|1|?InitItem@ExtraReflectorRefs@@QAAXPAVTESForm@@@Z
0x00032140|ExtraLitWaterRefs::InitItem|T1|2|?InitItem@ExtraLitWaterRefs@@QAAXPAVTESForm@@@Z
0x00036090|ExtraSecuritronFace::ApplyFace|T2|1|?ApplyFace@ExtraSecuritronFace@@QAAXPAVNiAVObject@@@Z
0x000388A0|DoorTeleportData::InitItem|T2|1|?InitItem@DoorTeleportData@@QAA_NPAVTESForm@@@Z
0x00038DF0|Model::InitModel|T2|2|?InitModel@Model@@QAAXPBDPAVBSStream@@_N2@Z
0x00039C3E|LoadedFile::~LoadedFile|T2|1|??1LoadedFile@@QAA@XZ
0x0003A210|LoadedFile::LoadedFile|T2|1|??0LoadedFile@@QAA@PBDPAVBSFile@@@Z
0x0003A390|QueuedTexture::Run|T2|1|?Run@QueuedTexture@@UAAXXZ
0x0003A810|QueuedTexture::GetDescription|T2|1|?GetDescription@QueuedTexture@@UAA_NPADI@Z
0x0003AF5C|QueuedModel::Run|T1|3|?Run@QueuedModel@@UAAXXZ
0x0003B1B0|QueuedHead::Attach|T2|1|?Attach@QueuedHead@@QAAXPAVTESObjectREFR@@PAVBipedAnim@@@Z
0x0003B8A9|QueuedTreeBillboard::GetDescription|T2|1|?GetDescription@QueuedTreeBillboard@@UAA_NPADI@Z
0x0003BA60|QueuedReference::Attach|T2|1|?Attach@QueuedReference@@UAAXXZ
0x0003C3B0|QueuedCharacter::BackgroundClone|T2|1|?BackgroundClone@QueuedCharacter@@UAA_NXZ
0x0003C430|QueuedKF::Run|T2|2|?Run@QueuedKF@@UAAXXZ
0x0003CCF0|QueuedReference::BackgroundClone|T2|1|?BackgroundClone@QueuedReference@@UAA_NXZ
0x0003CF40|QueuedHead::GetDescription|T2|1|?GetDescription@QueuedHead@@UAA_NPADI@Z
0x0003D3CD|QueuedHelmet::CheckFinished|T2|1|?CheckFinished@QueuedHelmet@@UAAXXZ
0x0003DC30|QueuedHelmet::GetDescription|T2|1|?GetDescription@QueuedHelmet@@UAA_NPADI@Z
0x0003DF01|KFModel::DecManualRefCount|T2|1|?DecManualRefCount@KFModel@@QAAXXZ
0x0003E080|QueuedKF::Finish|T2|1|?Finish@QueuedKF@@UAAXXZ
0x0003EAF0|QueuedModel::Finish|T2|1|?Finish@QueuedModel@@UAAXXZ
0x0003EC20|QueuedCharacter::FinishAttach|T2|1|?FinishAttach@QueuedCharacter@@UAAXXZ
0x0003EF10|KFModel::ModManualRefCount|T2|1|?ModManualRefCount@KFModel@@QAAXH@Z
0x0003F385|Model::ModManualRefCount|T2|1|?ModManualRefCount@Model@@QAAXH@Z
0x0003F5AD|QueuedReference::QueueMe|T2|1|?QueueMe@QueuedReference@@UAAXXZ
0x0003F721|QueuedActor::QueueModels|T2|1|?QueueModels@QueuedActor@@UAAXXZ
0x0003F850|QueuedCharacter::QueueModels|T2|1|?QueueModels@QueuedCharacter@@UAAXXZ
0x0003FA80|QueuedCreature::QueueModels|T2|1|?QueueModels@QueuedCreature@@UAAXXZ
0x0003FC10|QueuedPlayer::QueueModels|T2|1|?QueueModels@QueuedPlayer@@UAAXXZ
0x0003FED0|QueuedReference::QueueModels|T2|1|?QueueModels@QueuedReference@@UAAXXZ
0x0003FFE2|QueuedFileLoad::Run|T2|1|?Run@QueuedFileLoad@@UAAXXZ
0x0004020D|BackgroundCloneThread::BackgroundCloneThread|T2|1|??0BackgroundCloneThread@@QAA@I@Z
0x00042A57|QueuedTree::QueueModels|T2|1|?QueueModels@QueuedTree@@UAAXXZ
0x00042AA0|ModelLoader::QueueReference|T2|1|?QueueReference@ModelLoader@@QAAXPAVTESObjectREFR@@W4IO_TASK_PRIORITY@@_N@Z
0x00042BA5|ModelLoader::QueueReplacementKFList|T2|1|?QueueReplacementKFList@ModelLoader@@QAAXPAV?$BSSimpleList@PBD@@PAVAnimation@@W4IO_TASK_PRIORITY@@PAVQueuedFile@@PBD@Z
0x00043D30|ModelLoader::QueueAnimations|T2|4|?QueueAnimations@ModelLoader@@QAAXPAVTESModel@@W4IO_TASK_PRIORITY@@PAVQueuedFile@@PAVTESObjectREFR@@_N4@Z
0x00043EC1|MagicItem::Preload|T2|1|?Preload@MagicItem@@QAAX_N@Z
0x000446A0|QueuedHead::Run|T2|1|?Run@QueuedHead@@UAAXXZ
0x00045300|ModelLoader::LoadKF|T2|1|?LoadKF@ModelLoader@@QAAPAVKFModel@@PBD@Z
0x00045370|QueuedTreeModel::Run|T2|1|?Run@QueuedTreeModel@@UAAXXZ
0x00045570|TESBoundObject::GetLODObjectExists|T2|1|?GetLODObjectExists@TESBoundObject@@QAA_N_N@Z
0x00045750|ModelLoader::BuildKFFileList|T2|3|?BuildKFFileList@ModelLoader@@QAAPAV?$BSSimpleList@PBD@@PBD_N1W4ANIM_GROUP_WEAPON_ENUM@@@Z
0x000462D2|BGSSceneInfo::CollectSceneDataFromAddonNodes|T2|1|?CollectSceneDataFromAddonNodes@BGSSceneInfo@@QAAXXZ
0x00047330|*>::CopyKey|T2|1|?CopyKey@?$LockFreeCaseInsensitiveStringMap@PAVModel@@@@UAAPBDPBD@Z
0x00047DF3|*>::CopyKey|T2|1|?CopyKey@?$LockFreeStringMap@PAVKFModel@@@@UAAPBDPBD@Z
0x000493D0|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVAnimation@@V?$NiPointer@VQueuedReplacementKFList@@@@@@AAAXXZ
0x00049580|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVBSFileEntry@@V?$NiPointer@VQueuedTexture@@@@@@AAAXXZ
0x000496A0|*>::CopyKey|T2|1|?CopyKey@?$LockFreeStringMap@PAVLoadedFile@@@@UAAPBDPBD@Z
0x000497C0|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVMobileObject@@V?$NiPointer@VLipTask@@@@@@AAAXXZ
0x00049A80|*>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVPathingRequest@@PAVPathingTaskData@@@@AAAXXZ
0x00049C50|*>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVTESObjectREFR@@PAVBSTreeNode@@@@AAAXXZ
0x00049F20|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVTESObjectREFR@@V?$NiPointer@VQueuedHelmet@@@@@@AAAXXZ
0x0004A0A0|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PAVTESObjectREFR@@V?$NiPointer@VQueuedReference@@@@@@AAAXXZ
0x0004A2E0|*>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PBDPAVKFModel@@@@AAAXXZ
0x0004A4C0|*>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PBDPAVLoadedFile@@@@AAAXXZ
0x0004A7D0|*>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@PBDPAVModel@@@@AAAXXZ
0x0004A9A0|>::LockFreeMapInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeMapInterface@?$LockFreeMap@_JV?$NiPointer@V?$BSTask@_J@@@@@@AAAXXZ
0x0004AD84|*>::LockFreeQueueInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeQueueInterface@?$LockFreeQueue@PAVbhkRigidBody@@@@AAAXXZ
0x0004B0C0|>::LockFreeQueueInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeQueueInterface@?$LockFreeQueue@V?$NiPointer@VAttachDistant3DTask@@@@@@AAAXXZ
0x0004B270|>::LockFreeQueueInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeQueueInterface@?$LockFreeQueue@V?$NiPointer@VIOTask@@@@@@AAAXXZ
0x0004C1C0|>::LockFreeQueueInterface::ScanForDeletedNodes|T2|1|?ScanForDeletedNodes@LockFreeQueueInterface@?$LockFreeQueue@V?$NiPointer@VQueuedReference@@@@@@AAAXXZ
0x0004D000|>::LockFreeMapInterface::SetAt|T2|1|?SetAt@LockFreeMapInterface@?$LockFreeMap@IV?$NiPointer@VExteriorCellLoaderTask@@@@@@QAA_NIIABV?$NiPointer@VExteriorCellLoaderTask@@@@_N@Z
0x0004D240|>::LockFreeMapInterface::SetAt|T2|1|?SetAt@LockFreeMapInterface@?$LockFreeMap@PAVAnimIdle@@V?$NiPointer@VQueuedAnimIdle@@@@@@QAA_NIPAVAnimIdle@@ABV?$NiPointer@VQueuedAnimIdle@@@@_N@Z
0x0004D268|>::LockFreeMapInterface::SetAt|T2|1|?SetAt@LockFreeMapInterface@?$LockFreeMap@PAVAnimation@@V?$NiPointer@VQueuedReplacementKFList@@@@@@QAA_NIPAVAnimation@@ABV?$NiPointer@VQueuedReplacementKFList@@@@_N@Z
0x0004FBD4|TES::LoadGridCell|T2|1|?LoadGridCell@TES@@IAAXHHHH@Z
0x000543A0|TES::TestAllCells|T2|1|?TestAllCells@TES@@QAAXH@Z
0x00054BD0|TES::SaveWorld|T2|1|?SaveWorld@TES@@QAAXPBD@Z
0x00057256|BSTempEffectGeometryDecal::GetSaveSize|T2|1|?GetSaveSize@BSTempEffectGeometryDecal@@UAAGXZ
0x00057520|AlarmPackage::SaveGame|T2|2|?SaveGame@AlarmPackage@@UAAXXZ
0x00057B80|TES::RunCellTest|T2|1|?RunCellTest@TES@@QAAXI@Z
0x00057F9C|TES::TestCell|T2|3|?TestCell@TES@@QAAXPAVTESObjectCELL@@II@Z
0x000584D0|TES::PreloadDefaultModels|T1|3|?PreloadDefaultModels@TES@@QAAXXZ
0x00059000|TES::SetNavMeshInfoMap|T2|1|?SetNavMeshInfoMap@TES@@QAAXPAVNavMeshInfoMap@@@Z
0x0005DF10|TESDataHandler::ClearData|T1|3|?ClearData@TESDataHandler@@QAA_NXZ
0x0005EF1A|TESDataHandler::AddFormToDataHandler|T2|1|?AddFormToDataHandler@TESDataHandler@@QAA_NPAVTESForm@@@Z
0x0005F58D|TESDataHandler::FileCacheCompleteCallback|T2|1|?FileCacheCompleteCallback@TESDataHandler@@SAXPBD@Z
0x0005FDEB|TESDataHandler::GetCellFromCellCoord|T2|2|?GetCellFromCellCoord@TESDataHandler@@QAAPAVTESObjectCELL@@HHPAVTESWorldSpace@@_N@Z
0x0006053B|TESDataHandler::GetExtCellDataFromFileByEditorID|T2|1|?GetExtCellDataFromFileByEditorID@TESDataHandler@@QAAPAVTESWorldSpace@@PBDAAH1@Z
0x0006072A|TESDataHandler::BuildFileList|T2|2|?BuildFileList@TESDataHandler@@QAA_NPAD@Z
0x000610B0|TESDataHandler::NewCell|T2|1|?NewCell@TESDataHandler@@QAAPAVTESObjectCELL@@PADHHPAVTESWorldSpace@@@Z
0x000612E0|TESDataHandler::CompileFiles|T2|2|?CompileFiles@TESDataHandler@@QAA_N_N@Z
0x00061780|TESDataHandler::ReleaseForm|T2|1|?ReleaseForm@TESDataHandler@@QAAXPAVTESForm@@@Z
0x00062EA0|TESDataHandler::CleanUpBadForms|T2|1|?CleanUpBadForms@TESDataHandler@@QAAXXZ
0x000632C3|TESDataHandler::SaveActiveData|T2|1|?SaveActiveData@TESDataHandler@@QAA_NPAD_N@Z
0x00065D6B|TESDataHandler::CreateFormOfType|T1|2|?CreateFormOfType@TESDataHandler@@SAPAVTESForm@@E@Z
0x00066064|TESDataHandler::ConstructObject|T2|3|?ConstructObject@TESDataHandler@@QAA_NPAVTESFile@@_NPAVTESForm@@1@Z
0x00066AE1|TESDataHandler::ConstructObjectList|T2|1|?ConstructObjectList@TESDataHandler@@QAA_NPAVTESFile@@_N@Z
0x00067131|TESDataHandler::SelectCell|T2|1|?SelectCell@TESDataHandler@@QAAPAVTESObjectCELL@@VNiPoint3@@PA_NPAVTESWorldSpace@@@Z
0x00067BB0|TESDataHandler::GetNextID|T2|1|?GetNextID@TESDataHandler@@QAAIXZ
0x000684C8|TESDataHandler::DataError|T2|1|?DataError@TESDataHandler@@IAAXW4DAT_ERROR@@@Z
0x0006A794|TESDataHandler::GenerateDefaultObjects|T3|14|?GenerateDefaultObjects@TESDataHandler@@QAAXXZ
0x0006AF89|TESObjectCELL::UpdateHavokCamera|T2|1|?UpdateHavokCamera@TESObjectCELL@@QAAXPAVNiCamera@@@Z
0x0006B40E|CaravanMenu::DoIdle|T3|3|?DoIdle@CaravanMenu@@UAAXXZ
0x0006BFEB|TESDataHandler::CheckModels|T2|3|?CheckModels@TESDataHandler@@QAAX_N@Z
0x0006CA95|TESDataHandler::CheckTexturesRecurse|T2|4|?CheckTexturesRecurse@TESDataHandler@@QAAXPAVNiAVObject@@PBD@Z
0x0006D12D|TESDataHandler::CheckIcons|T2|4|?CheckIcons@TESDataHandler@@QAAXXZ
0x0006EA11|TESFile::TESFile|T2|1|??0TESFile@@QAA@PBD0W4OpenMode@NiFile@@@Z
0x0006FAF0|TESFile::GenIndexTable|T2|1|?GenIndexTable@TESFile@@QAA_NPAV?$BSSimpleList@PAVTESFile@@@@_N@Z
0x0007052D|TESFile::SetOffsetChunk|T2|1|?SetOffsetChunk@TESFile@@QAA_NI@Z
0x000711CE|TESFile::EasyWrite|T2|1|?EasyWrite@TESFile@@AAA?AW4TES_RETURN_CODE@@PAXI@Z
0x00071820|TESFile::StartAndEndGroupsForForm|T2|1|?StartAndEndGroupsForForm@TESFile@@QAAXPAVTESForm@@@Z
0x00071A10|TESFile::IsFileVersionTooHigh|T2|1|?IsFileVersionTooHigh@TESFile@@QAA_NXZ
0x00072100|TESFile::StartGroup|T2|1|?StartGroup@TESFile@@QAAXPAUFORM@@@Z
0x000722EE|TESFile::DecompressCurrentForm|T2|2|?DecompressCurrentForm@TESFile@@IAAXXZ
0x00072D30|BGSAmmoForm::InitItem|T1|3|?InitItem@BGSAmmoForm@@QAAXPAVTESForm@@@Z
0x00072F60|BGSBipedModelList::InitItem|T2|3|?InitItem@BGSBipedModelList@@QAAXPAVTESForm@@@Z
0x000762D3|BGSDestructibleObjectForm::LoadChunk|T2|1|?LoadChunk@BGSDestructibleObjectForm@@SAXPAV1@PAVTESFile@@@Z
0x00076EC0|BGSDestructibleObjectForm::InitItem|T2|3|?InitItem@BGSDestructibleObjectForm@@QAAXPAVTESForm@@@Z
0x00077780|BGSEquipType::GenerateDefaultMenuIcons|T1|3|?GenerateDefaultMenuIcons@BGSEquipType@@SAXXZ
0x00077C67|BGSIdleCollection::InitItem|T2|1|?InitItem@BGSIdleCollection@@QAAXPAVTESForm@@@Z
0x00078DC4|BGSOpenCloseForm::HandleAnimEnd|T2|1|?HandleAnimEnd@BGSOpenCloseForm@@SAXPAVTESObjectREFR@@PAVNiControllerSequence@@@Z
0x00079190|BGSOpenCloseForm::HandleAnimEndHavok|T2|1|?HandleAnimEndHavok@BGSOpenCloseForm@@SA_NPAVTESObjectREFR@@PAVNiControllerSequence@@@Z
0x00079790|BGSPickupPutdownSounds::InitItem|T2|3|?InitItem@BGSPickupPutdownSounds@@QAAXPAVTESForm@@@Z
0x000799F0|BGSRepairItemList::InitItem|T1|3|?InitItem@BGSRepairItemList@@QAAXPAVTESForm@@@Z
0x00079FB0|BGSTouchSpellForm::InitItem|T2|3|?InitItem@BGSTouchSpellForm@@QAAXPAVTESForm@@@Z
0x0007BD40|TESActorBaseData::InitItem|T2|1|?InitItem@TESActorBaseData@@QAAXPAVTESForm@@@Z
0x0007C44B|TESActorBaseData::CalcTemplateForRef|T2|1|?CalcTemplateForRef@TESActorBaseData@@QAAXPAVTESObjectREFR@@@Z
0x0007C513|TESActorBaseData::GetSaveSize|T1|2|?GetSaveSize@TESActorBaseData@@QAAGI@Z
0x0007C64A|TESActorBaseData::RemoveFormChange|T2|1|?RemoveFormChange@TESActorBaseData@@QAAXH@Z
0x0007C6E0|TESActorBaseData::SaveGame|T2|3|?SaveGame@TESActorBaseData@@QAAXI@Z
0x0007C790|TESActorBaseData::SetFlagBit|T2|1|?SetFlagBit@TESActorBaseData@@QAAXH_N0@Z
0x0007C7D0|TESActorBaseData::AddFormChange|T2|1|?AddFormChange@TESActorBaseData@@QAAXH@Z
0x0007C9D0|TESActorBaseData::TESActorBaseData|T2|1|??0TESActorBaseData@@QAA@XZ
0x0007CAC0|TESActorBaseData::LoadGame|T2|3|?LoadGame@TESActorBaseData@@QAAXII@Z
0x0007F4C0|ContainerObject::InitItem|T1|3|?InitItem@ContainerObject@@QAAXPAVTESForm@@@Z
0x00081390|TESEnchantableForm::InitItem|T2|1|?InitItem@TESEnchantableForm@@QAAXPAVTESForm@@@Z
0x00081540|TESForm::TESForm|T1|2|??0TESForm@@QAA@XZ
0x00081EB0|TESForm::CompressSaveBuffer|T2|2|?CompressSaveBuffer@TESForm@@SAXXZ
0x00083E70|TESForm::__SaveData|T2|1|?__SaveData@TESForm@@QAAXPAXI@Z
0x00084950|TESForm::GetFormDetailedString|T2|1|?GetFormDetailedString@TESForm@@UAAXAAV?$BSStringT@D@@@Z
0x00085568|TESImageSpaceModifiableCountForm<6>::InitItem|T2|2|?InitItem@?$TESImageSpaceModifiableCountForm@$05@@QAAXPAVTESForm@@@Z
0x000866BE|TESLeveledList::InitItem|T2|3|?InitItem@TESLeveledList@@QAAXPAVTESForm@@@Z
0x00087840|TESTextureList::LoadFromBuffer|T2|2|?LoadFromBuffer@TESTextureList@@QAAXPAUBSHashData@@IPAVTESForm@@PBD@Z
0x00088C50|TESModelTextureSwap::InitItem|T2|1|?InitItem@TESModelTextureSwap@@QAAXPAVTESForm@@@Z
0x000890E0|TESModelTextureSwap::SwapTextures|T2|2|?SwapTextures@TESModelTextureSwap@@QAAXPAVNiAVObject@@@Z
0x00089860|TESProduceForm::InitItem|T1|3|?InitItem@TESProduceForm@@QAAXPAVTESForm@@@Z
0x000899F0|TESRaceForm::InitItem|T1|3|?InitItem@TESRaceForm@@QAAXPAVTESForm@@@Z
0x0008A3D0|TESReactionForm::GetSaveSize|T1|2|?GetSaveSize@TESReactionForm@@QAAGI@Z
0x0008A7B0|TESReactionForm::SaveGame|T2|4|?SaveGame@TESReactionForm@@QAAXI@Z
0x0008A990|TESReactionForm::LoadGame|T2|5|?LoadGame@TESReactionForm@@QAAXII@Z
0x0008AF10|TESScriptableForm::InitItem|T1|2|?InitItem@TESScriptableForm@@QAAXPAVTESForm@@@Z
0x0008B530|TESSpellList::InitItem|T2|2|?InitItem@TESSpellList@@QAAXPAVTESForm@@@Z
0x0008BA00|TESSpellList::GetSaveSize|T1|2|?GetSaveSize@TESSpellList@@UAAGI@Z
0x0008BD50|TESSpellList::SaveGame|T2|3|?SaveGame@TESSpellList@@UAAXI@Z
0x0008C742|TESTexture::GetAsSkinFile|T2|1|?GetAsSkinFile@TESTexture@@SAXPBDPAD@Z
0x0008D700|AnimSequenceMultiple::GetCorrespondingSequence|T2|1|?GetCorrespondingSequence@AnimSequenceMultiple@@QAAPAVBSAnimGroupSequence@@PAV2@W4ANIM_GROUP_SECTION@@@Z
0x0008E005|Animation::AddAnimationsFromList|T2|1|?AddAnimationsFromList@Animation@@QAAXPAV?$BSSimpleList@PBD@@@Z
0x0008E3B0|Animation::AddSpecialAnimations|T1|2|?AddSpecialAnimations@Animation@@QAAXPAV?$BSSimpleList@PBD@@PBD@Z
0x0008E4A0|Animation::Init|T2|1|?Init@Animation@@QAA_NPAV?$BSSimpleList@PBD@@PAVNiNode@@PAVTESObjectREFR@@_N@Z
0x0008E660|Animation::AddAnimation|T2|2|?AddAnimation@Animation@@QAA_NPAVKFModel@@_N@Z
0x0008F720|Animation::Update|T2|1|?Update@Animation@@QAAXPAVTESObjectREFR@@MM@Z
0x00091F2B|Animation::InitGroupSpeed|T2|1|?InitGroupSpeed@Animation@@QAAXPAVTESAnimGroup@@@Z
0x0009306B|Animation::StartGroup|T2|1|?StartGroup@Animation@@IAAPAVBSAnimGroupSequence@@PAV2@GW4ANIM_GROUP_SECTION@@@Z
0x00094710|AnimIdle::AnimIdle|T1|2|??0AnimIdle@@QAA@PAVTESIdleForm@@W4ANIM_GROUP_SECTION@@W4PLAY_TYPE_ENUM@0@PAVActor@@_NPAVAnimation@@@Z
0x00094E2E|Animation::LoadGame|T2|1|?LoadGame@Animation@@QAAXPAVBGSLoadFormBuffer@@@Z
0x00095580|AnimIdle::Loaded|T2|1|?Loaded@AnimIdle@@QAAXPAVKFModel@@@Z
0x000955C0|AnimIdle::GetAnimIdleSaveSize|T1|2|?GetAnimIdleSaveSize@AnimIdle@@SAGPAVActor@@PAV1@@Z
0x00095740|Animation::ReloadTargets|T2|1|?ReloadTargets@Animation@@QAAX_N@Z
0x00095BE0|AnimIdle::LoadAnimIdle|T2|8|?LoadAnimIdle@AnimIdle@@SAPAV1@PAVActor@@PAVAnimation@@M@Z
0x00095D20|Animation::Revert|T2|1|?Revert@Animation@@QAAXPAVBGSLoadFormBuffer@@@Z
0x00095F50|Animation::SpecialIdleAuto|T2|1|?SpecialIdleAuto@Animation@@QAAXPAVTESIdleForm@@PAVActor@@W4ANIM_GROUP_SECTION@@W4PLAY_TYPE_ENUM@AnimIdle@@@Z
0x000961A7|Animation::SpecialIdleReplace|T2|1|?SpecialIdleReplace@Animation@@QAAXPAVTESIdleForm@@PAVActor@@W4ANIM_GROUP_SECTION@@@Z
0x00096C91|Animation::SpecialIdleFree|T2|1|?SpecialIdleFree@Animation@@QAAX_N0@Z
0x00097BC0|Animation::GetSaveSize|T1|2|?GetSaveSize@Animation@@QAAGPAVTESObjectREFR@@@Z
0x00098170|AnimIdle::SaveAnimIdle|T2|3|?SaveAnimIdle@AnimIdle@@SAXPAVActor@@PAV1@PAVAnimation@@M@Z
0x000981F0|Animation::SaveGame|T2|2|?SaveGame@Animation@@QAAXPAVTESObjectREFR@@@Z
0x00098271|AnimIdle::~AnimIdle|T2|1|??1AnimIdle@@UAA@XZ
0x00098290|Animation::SpecialIdleQueue|T2|1|?SpecialIdleQueue@Animation@@QAAXPAVTESIdleForm@@W4ANIM_GROUP_SECTION@@@Z
0x00098910|Animation::LoadGame|T2|5|?LoadGame@Animation@@QAAXPAVTESObjectREFR@@@Z
0x0009C5A0|BGSAutoWater::GeneratePlaceableWater|T2|1|?GeneratePlaceableWater@BGSAutoWater@@CAXPAVTESObjectCELL@@@Z
