# iterative call-graph alignment: 0xRVA|qualified_name|votes
0x002EBDE0|LockFreeMap<TESObjectREFR *,NiPointer<QueuedReference> >::LockFreeMapIterator::GetFinished|1
0x002EC970|BSReadWriteLock::TryLockForWriteAndReserve|1
0x002F5780|BGSDistantObjectBlock::BuildBlockDiffuseTextureFileName|1
0x002F57C0|BGSDistantObjectBlock::BuildBlockNormalTextureFileName|1
0x002F60C0|AutoMemContext::AutoMemContext|2
0x002F74F0|TESTexture::SetTextureName|1
0x002F8890|BGSDistantTreeBlock::BuildBlockFileName|1
0x002F9300|BGSDistantTreeBlock::HideQueuedTrees|1
0x002FAB20|BGSTerrainChunk::BuildChunkDiffuseTextureFileName|1
0x002FAB70|BGSTerrainChunk::BuildChunkNormalTextureFileName|1
0x002FC980|TESObjectLAND::GetGrassEvalSize|1
0x002FCA70|TESTexture::TESTexture|1
0x002FE920|NiNode::NiNode|1
0x002FFEA0|AnimatingText::Update|2
0x003000B0|AnimatingText::GetDisplayMode|1
0x003000D0|AnimatingText::GetFlashMode|1
0x00300110|BSSoundHandle::Play|1
0x003001F0|BSSoundHandle::~BSSoundHandle|1
0x00300270|Tile::Value::SetFloat|1
0x003010E0|Menu::Menu|1
0x00301520|ListBox<ItemChange *>::ListBox<ItemChange *>|1
0x00302140|HotKeysWheel::IsDPadPressed|1
0x003023C0|Interface::GetTopMenuID|1
0x00302450|Interface::IsTopMenuID|29
0x00302640|TESSaveLoadGame::GetCurrentVersion|1
0x00302680|Interface::IsMenuIDVisible|1
0x003027B0|Menu::IsMenuVisible|1
0x00303080|NiPoint3::NiPoint3|1
0x00303390|Interface::GetTelekinesisREFR|1
0x00303610|NiPointer<NiNode>::NiPointer<NiNode>|1
0x003037C0|BaseProcess::SetLastDateProcessed|1
0x003037E0|Interface::EmergencyCloseAllMenusAndBreakStuff|1
0x00303D50|Interface::IsConsoleVisible|1
0x00303FA0|Tile::GetFloat|1
0x00304000|StartMenu::SaveSettings|1
0x00304140|Interface::CreateMapMenu|1
0x00304170|Interface::SetMapMenuVisible|1
0x00304370|InterfaceManager::GetPipboy|4
0x00304390|StatsMenu::ResetHealingMode|1
0x00304BE0|Interface::CreateStatsMenu|1
0x00304C10|Interface::SetStatsMenuVisible|1
0x003050D0|Setting::String|1
0x00305110|Tile::SetName|1
0x00305910|Interface::GetVATSEffect|1
0x00305990|Interface::GetPipboy|5
0x00305A00|Animation::GetCurrentSequence|1
0x00305B10|PathingRequestCoveredMove::SetAttackerHeight|1
0x00305DD0|Menu::RenderTemplate|1
0x00305E30|Interface::CloseLoadingMenu|1
0x00305EA0|FORenderedMenu::FORenderedMenu|1
0x00306F50|Interface::NewTimer|1
0x00307640|Tile::Tile|1
0x003079F0|InterfaceManager::IsInRenderedMenu|1
0x00307E30|Interface::PopulateItemStatsDisplay|1
0x00309470|TESObjectREFR::GetParentCell|1
0x00309C00|Interface::IsPipboyOpen|1
0x00309D40|Interface::Has360Controller|3
0x0030EC70|InterfaceManager::GetMouseWheel|5
0x0030ECF0|InterfaceManager::IsShiftDown|1
0x0030ED80|StatsMenu::IsTargetingBodyPart|1
0x00314960|IOManager::LoadAllQueuedPriorities|1
0x00314A00|BSCoreMessage::QInstance|1
0x00314C60|InterfaceManager::EmergencyCloseAllMenusAndBreakStuff|1
0x00314F00|InterfaceManager::GetEnterStackTop|2
0x00314F70|InterfaceManager::GetEnterStack|2
0x00315D40|NiMatrix3::NiMatrix3|1
0x00315DA0|NiPoint3::NiPoint3|1
0x00317280|InterfaceManager::PlayMenuSound|13
0x003177C0|Tile::AddUserTrait|1
0x00317820|Tile::AddUserTrait|1
0x003178A0|InterfaceManager::IsInPipboyMenu|1
0x00317A40|Controls::GetUserAction|1
0x00318630|Setting::Float|1
0x00318840|InterfaceManager::TutorialManager::HasBeenShown|2
0x003189C0|ListBox<StartMenu::Option *>::GetHighlightedData|1
0x00319740|StartMenu::SetFlag|1
0x00319790|BSTimer::GetTime|1
0x00319B20|BSSimpleArray<hkpCollidable const *,1024>::Find<hkpCollidable const *>|2
0x00319BE0|Menu::Menu|1
0x0031D580|MenuConsole::ToggleVisible|1
0x0031D620|MenuConsole::SetVisible|4
0x0031F8C0|ListBox<enum ActorValue::Index>::ListBox<enum ActorValue::Index>|1
0x00320010|SurgeryMenu::GetIndex|1
0x00321060|ListBox<enum ActorValue::Index>::ListBox<enum ActorValue::Index>|2
0x00321990|ListBoxBase::ListBoxBase|1
0x003230E0|ListBoxBase::ListBoxBase|1
0x00324AB0|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x00325C20|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x00326C90|D3D::Disassembler::PrintRTF|1
0x00326CF0|Tile::GetOrCreateValue|1
0x00326F10|RecipeMenu::GetFilterList|2
0x00327430|RecipeMenu::Close|1
0x003299A0|ListBox<TESRecipe *>::ListBox<TESRecipe *>|1
0x00329D80|ListBoxBase::ListBoxBase|1
0x0032A7C0|ListBox<TESRecipeComponent *>::ListBox<TESRecipeComponent *>|1
0x0032B210|ListBox<TESConditionItem *>::ListBox<TESConditionItem *>|1
0x0032FA60|Controls::GetMouseAxis|1
0x00330810|ListBox<ItemChange *>::ListBox<ItemChange *>|4
0x003308E0|HotKeysWheel::HotKeysWheel|1
0x003312E0|ListBox<ItemChange *>::SaveListState|4
0x0033AC90|NiTPointerListBase<NiTPointerAllocator<unsigned int>,Tile *>::GetHead|1
0x0033B020|InterfaceManager::GetCursorY|1
0x0033D850|BSUtilities::GetObjectByName|1
0x00340940|TESDataHandler::GetRegionDataManager|3
0x00347D00|InterfaceManager::GetCursorX|1
0x00349740|BSSimpleArray<TESCaravanCard *,1024>::Add|1
0x00349A40|CaravanMenu::SetFlag|2
0x0034ECB0|BSSimpleArray<TESCaravanCard *,1024>::GetSize|1
0x0034ED40|CaravanMenu::IsFlagSet|1
0x003530A0|BSTextureData::Tag|1
0x003537B0|CharGenMenu::SetDisplayString|1
0x003545A0|TESForm::GetFormByEditorID|1
0x00354930|ListBox<enum ActorValue::Index>::ToggleSelection|1
0x00354950|ListBox<enum ActorValue::Index>::IsSelected|2
0x00355270|CompanionWheelMenu::Close|1
0x00355660|Setting::Int|1
0x003557D0|CompanionWheelMenu::SetButtonAsHighlighted|6
0x003560C0|CompanionWheelMenu::Do_ToggleNearFar|1
0x003561B0|CompanionWheelMenu::Do_ToggleAggressivePassive|1
0x003562B0|CompanionWheelMenu::Do_ToggleRangedMelee|1
0x003563A0|CompanionWheelMenu::Do_ToggleStayFollow|1
0x00356490|CompanionWheelMenu::Do_UseStim|1
0x003568D0|CompanionWheelMenu::Do_OpenInventory|1
0x00356980|BSSoundHandle::BSSoundHandle|1
0x003583B0|BSSoundHandle::Play|1
0x003585A0|ComputersMenu::FlashCursor|1
0x003586E0|ListBox<TERMINAL_MENU_ITEM *>::Traverse|1
0x00358A80|ComputersMenu::DisplayPreviousTerminal|1
0x00358D30|ComputersMenu::DisplayTerminal|1
0x00359450|InterfaceManager::Instance|1
0x00359780|Menu::Menu|1
0x003598A0|Tile::Set|1
0x003598D0|ComputersMenu::AnimatingTextManager::Update|1
0x00359F50|BSSimpleList<ListBoxItem<int> *>::GetItem|1
0x0035A3B0|ListBoxBase::ListBoxBase|1
0x0035ABD0|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x0035B750|TESContainer::IsGold|1
0x00361460|BSSimpleList<TESLoadScreen *>::BSSimpleList<TESLoadScreen *>|1
0x003620E0|DialogMenu::GetClassStatic|1
0x003620F0|DialogMenu::IsWellFormedMenu|1
0x003642F0|ListBox<int>::ListBox<int>|3
0x003646D0|ListBoxBase::ListBoxBase|1
0x00366A40|HackingMenu::GetClassStatic|1
0x003675F5|AnimatingText::ForceFinish|2
0x00368AA0|HackingMenu::MakePasswordFile|1
0x00369700|HackingMenu::GetCharHit|5
0x003697F0|InterfaceManager::GetPipboyMouseX|3
0x00369830|HackingMenu::DoIntro|1
0x00369B50|Tile::GetParent|1
0x0036A3F0|HackingMenu::UpdateCursorPos|1
0x0036A510|HackingMenu::UpdateCursorPos|1
0x0036A9D0|HackingMenu::FlashCursor|1
0x0036AC10|HackingMenu::UpdateScrollingCursor|1
0x0036B610|Menu::Menu|1
0x0036B7A0|ListBoxBase::ListBoxBase|1
0x0036B870|BSSimpleList<ListBoxItem<enum ActorValue::Index> *>::~BSSimpleList<ListBoxItem<enum ActorValue::Index> *>|1
0x0036B8A0|ListBox<TESQuest *>::ListBox<TESQuest *>|1
0x0036B930|BSSimpleList<BSSoundHandle>::BSSimpleList<BSSoundHandle>|1
0x0036BDA0|BSTimer::BSTimer|1
0x0037150C|BSTimer::Update|1
0x00371520|BSTimer::Update|1
0x00375920|ListBox<StartMenu::Option *>::ListBox<StartMenu::Option *>|1
0x00378970|CombatState::GetCombatLocation|1
0x0037E430|StartMenu::OptionListBox::OptionListBox|1
0x0037FF80|InventoryMenu::SavePageState|1
0x00381B10|InventoryMenu::ClearCurrentItem|1
0x00381FD0|HotKeysWheel::MoveHighlight|1
0x003846A0|ItemModMenu::ResetMenu|2
0x003867A0|LevelUpMenu::ApplyPerkEffects|1
0x00386BB0|ListBox<BGSPerk *>::ListBox<BGSPerk *>|2
0x00386F90|ListBoxBase::ListBoxBase|1
0x00387780|ListBox<BGSPerk *>::ToggleSelection|2
0x003877A0|ListBox<BGSPerk *>::IsSelected|2
0x003878D0|ListBox<BGSPerk *>::DeselectAll|1
0x00387D80|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x00388A90|NiColorA::NiColorA|1
0x00388AA0|BSStringT<char>::BSStringT<char>|1
0x00389820|LoadingMenu::Update|1
0x0038A5A0|LoadingMenu::MakeLoadScreenList|1
0x0038AA90|LoadingMenu::ForceFinish|1
0x0038CFC0|Menu::Menu|1
0x0038D1F0|NiTArray<NiPointer<BSTempEffect>,NiTNewInterface<NiPointer<BSTempEffect> > >::SetSize|1
0x0038D3B0|BSSemaphore::BSSemaphore|4
0x0038E0D0|LockPickMenu::Close|1
0x003908B8|BGSEntryPoint::HandleEntryPoint|1
0x003949F0|BSAudio::GetSoundHandleByName|1
0x00396F90|BSSoundHandle::Play|1
0x003983C0|Interface::GetPipboy|1
0x00398420|Tile::GetFloat|1
0x00398440|Tile::GetParent|1
0x00398450|Conversation::FirstItem|1
0x00398AD0|AutoTileLock::AutoTileLock|1
0x003991B0|BGSNote::GetNoteType|1
0x0039A660|Tile::Set|1
0x0039ABA0|MapMenu::UpdateMenu|1
0x0039AF30|Interface::PlayMenuSound|1
0x0039B460|BGSNote::GetNoteType|1
0x0039C090|InterfaceManager::Instance|1
0x0039C0C0|Tile::GetRealY|1
0x0039C340|MapMenu::SetKnobPosition|1
0x0039F7E0|BSAudio::QInstance|1
0x003A28C0|BSSimpleList<TESObjectREFR *>::BSSimpleList<TESObjectREFR *>|1
0x003A2E30|ListBox<BGSNote *>::GetTileFor|1
0x003A30E0|BSTimer::GetTime|1
0x003A4780|ListBoxBase::ListBoxBase|1
0x003A49E0|ListBox<BGSQuestObjective *>::Filter|1
0x003A54D0|ListBoxBase::ListBoxBase|1
0x003A5730|MapMenu::LoadNote|1
0x003A6280|BSSimpleList<ListBoxItem<BGSQuestObjective *> *>::GetItem|1
0x003A62B0|Tile::GetFloat|1
0x003A7080|BSSimpleList<ListBoxItem<BGSNote *> *>::GetItem|1
0x003A7A60|BSSimpleList<ListBoxItem<BGSQuestObjective *> *>::GetItem|1
0x003A8260|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x003A8580|Tile::TextToTrait|1
0x003A8DF0|BSSimpleArray<MessageMenu::MessageMenuEntry *,1024>::Remove|1
0x003A92A0|MessageMenu::GetQueueHead|7
0x003A92E0|MessageMenu::GetQueueHead|1
0x003AA048|BSSimpleArray<MessageMenu::MessageMenuEntry *,1024>::operator[]|1
0x003AA530|MessageMenu::ClearMessageQueueHead|1
0x003AB7C0|PlayerNameEntryMenu::IsValidName|1
0x003AB810|XVirtualKeyboard::IsActive|1
0x003AB9A0|InterfaceManager::Instance|1
0x003ADC30|BSSoundHandle::IsPlaying|4
0x003AF6B0|PlayerCharacter::RemoveRaceSpells|1
0x003B1970|RaceSexMenu::MenuOption::SetValue|1
0x003B1B60|RaceSexMenu::SetFlag|1
0x003B3740|RaceSexMenu::MenuOption::GetValue|1
0x003B3840|RaceSexMenu::MenuOption::GetRange|1
0x003B3FA0|BSExtraData::BSExtraData|1
0x003B41C0|RaceSexMenu::MenuOptionList::Find|2
0x003B4260|RaceSexMenu::MenuOptionList::GetBackLink|1
0x003B4530|Actor::DispelPermanentMagic|1
0x003B4930|RaceSexMenu::MenuOption::GetID|1
0x003B4B50|BSSoundHandle::QState|1
0x003B5370|NiTPointerListBase<NiTPointerAllocator<unsigned int>,Tile *>::GetTail|1
0x003B5390|AnimatingText::AnimatingText|1
0x003B6FB0|RepairMenu::ResetMenu|2
0x003B7020|FORenderedMenu::TriggerBurst|1
0x003B78E0|BSSoundHandle::~BSSoundHandle|1
0x003B7F70|RepairServicesMenu::RepairItem|1
0x003B9000|TESImageSpaceModifiableCountForm<6>::TESImageSpaceModifiableCountForm<6>|1
0x003B9480|RouletteMenu::Close|1
0x003BED70|RouletteMenu::SetBet|1
0x003BF150|Tile::Poke|1
0x003BF390|RouletteMenu::GetBetIndex|1
0x003BF710|RouletteMenu::SetTileTextAlpha|4
0x003BF840|RouletteMenu::SetTileTextAlpha|2
0x003C01B0|Tile::Set|1
0x003C2420|SlotMachineMenu::Close|1
0x003C56E0|SlotMachineMenu::SpinReels|1
0x003C5760|SlotMachineMenu::InterpretSpin|1
0x003C58F0|SlotMachineMenu::ApplyLuck|1
0x003C6120|SPECIALBookMenu::GetTotalPointsUsed|1
0x003C9DC0|BSAudio::QInstance|1
0x003CE620|StartMenu::Option::Option|1
0x003CE7A0|StartMenu::PopulateControlsListBox|1
0x003CE8F0|LoadingMenu::ForceFinish|1
0x003CFD00|LoadingMenuThread::QIsSuspended|1
0x003D01B0|ListBox<StartMenu::Option *>::Traverse|1
0x003D03A0|BSSimpleList<ListBoxItem<StartMenu::Option *> *>::GetItem|1
0x003D0700|XUserInterface::Instance|1
0x003D0E40|InterfaceManager::Has360Controller|1
0x003D30B0|BGSSaveLoadFileEntry::GetPlayerName|1
0x003D30D0|StartMenu::IdleTimer::Start|1
0x003D40A0|ListBox<StartMenu::Option *>::SetEnabled|1
0x003D52A0|StartMenu::ActionMappingIdle|1
0x003D5AF0|Tile::GetMenuByClass|1
0x003D5F80|ListBox<BGSSaveLoadFileEntry *>::IsVisible|1
0x003D6030|InterfaceManager::Instance|1
0x003D6160|Interface::CreateMessageMenu|1
0x003D61B0|InterfaceManager::Instance|1
0x003D6E90|ListBox<int>::GetFirstItem|1
0x003D74F0|StartMenu::IsFlagSet|2
0x003D7630|Setting::String|1
0x003D7A80|StartMenu::Fade|1
0x003D7B50|StartMenu::HideOptionsContainer|1
0x003D7C60|ListBox<BGSSaveLoadFileEntry *>::ListBox<BGSSaveLoadFileEntry *>|1
0x003D81F0|ListBoxBase::ListBoxBase|1
0x003D8810|ListBox<int>::IsEnabled|1
0x003D88A0|StartMenu::IsFlagSet|1
0x003D97A0|ListBox<enum MiscStatManager::MiscStatID>::~ListBox<enum MiscStatManager::MiscStatID>|1
0x003DA240|BSAudio::QInstance|1
0x003DA2C0|StatsMenu::Create|1
0x003DB1C0|StatsMenu::BodyPartController::GetInstance|2
0x003DB340|Menu::SetMenuTile|1
0x003DC0A0|BSStringT<char>::BSStringT<char>|1
0x003DC0C0|StatsMenu::StimpakTargetConditionCallback|1
0x003DC7E0|BSAudio::GetSoundHandleByName|1
0x003DC9B0|ListBox<enum ActorValue::Index>::IsListItem|1
0x003DCB40|StatsMenu::MoveKnob|1
0x003DDB00|StatsMenu::UpdateRadLevel|1
0x003DDC20|StatsMenu::UpdateH20Level|1
0x003DDD10|StatsMenu::UpdateFODLevel|1
0x003DDE00|StatsMenu::UpdateSLPLevel|1
0x003DF1D0|ActiveEffect::GetEffectSetting|4
0x003DF1F0|NavMeshInfo::GetPreferredPercent|1
0x003DF210|ActiveEffect::HasConditions|2
0x003DFC90|FOPipboyManager::ActivateButton|1
0x003E00E0|StatsMenu::GetPageFor|1
0x003E0230|StatsMenu::ToggleHealingMode|2
0x003E02B0|StatsMenu::ToggleGenRepMode|1
0x003E05F0|StatsMenu::StimpakTargetConditionCallback|1
0x003E06B0|StatsMenu::GetTargetedBodyPart|1
0x003E1980|SurgeryMenu::Close|1
0x003E5720|ListBox<BGSPerk *>::ListBox<BGSPerk *>|1
0x003E58E0|Actor::QueueEquipObject|1
0x003E5C80|Menu::GetMenuTile|1
0x003E6760|TextEntryMenu::IsDone|1
0x003E6E10|ListBox<BGSPerk *>::NumSelected|1
0x003E7850|TraitMenu::ApplyPerkEffects|1
0x003E7DE0|TraitSelectMenu::Close|1
0x003E8310|TraitSelectMenu::ScrollForm|2
0x003E8470|TraitSelectMenu::SetButtonAsHighlighted|6
0x003E85C0|TraitSelectMenu::Navigate|2
0x003E86C0|TraitSelectMenu::SetBoxAsChecked|1
0x003E8840|TraitSelectMenu::ClearCheckBox|1
0x003E8860|TraitSelectMenu::ToggleCheckBox|2
0x003E8D60|TutorialMenu::PrevPage|1
0x003E8E20|TutorialMenu::NextPage|1
0x003E9200|SettingT<INISettingCollection>::QCollection|1
0x003EBD50|VATS::GetMode|1
0x003F6920|ListBox<unsigned int>::ListBox<unsigned int>|1
0x003F7F40|StartMenu::Option::Option|1
0x003F8A80|FOPipboyManager::TriggerRandomEffect|1
0x003FA010|FOPipboyManager::ActivateButton|1
0x003FA0F0|FOPipboyManager::SetTabKnobPosition|1
0x003FC2B0|NiFloatInterpolator::SetFloatData|12
0x003FC6F0|FORenderedMenu::GetMenuLight|1
0x00400AC0|FOVATSEffectManager::SetTarget|1
0x004034C0|AbsorbEffect::Start3D|1
0x004041A0|ActiveEffect::GetDisplacementSpell|1
0x004043F0|ActiveEffect::EvaluateConditions|1
0x00404CB0|ActiveEffect::SetMagnitude|1
0x00404CD0|ActiveEffect::StartSound|1
0x00407C50|TESSaveLoadGame::UseSaveGameBlocks|1
0x00407D10|TESSaveLoadGame::GetCurrentVersion|2
0x00408A30|BoundItemEffect::DoSummon|1
0x0040B850|CommandEffect::InitCommandedActor|1
0x0040B8F0|CommandEffect::UpdateCommandedActor|2
0x0040B9E0|CommandEffect::CleanupCommandedActor|2
0x0040BE40|ConcussionEffect::CheckApplyConcussion|1
0x0040CEC0|DetectLifeEffect::CheckPlayerRunningDetectLife|2
0x0040D0D0|MagicSystem::GetDetectLifeShaderEffect|1
0x0040E970|BSSimpleList<ActiveEffect *>::GetItem|1
0x0040ED60|LightEffect::DetachLight|2
0x0040EE50|LightEffect::AttachBestLightEffect|2
0x0040FCC0|MagicProjectile::GetDominantEffect|2
0x00410530|FleePackage::SetFleeSucceeded|1
0x00412B00|bhkCharacterController::QSupported|1
0x00415410|MagicCaster::GetCasterAsActor|12
0x00418BA0|NiFixedString::~NiFixedString|1
0x00419830|MagicProjectile::GetDominantEffect|1
0x0041B830|BSTempEffect::BSTempEffect|1
0x0041C320|NiFixedString::NiFixedString|1
0x0041DB90|MagicHitEffect::GetActiveEffect|1
0x0041E8C0|MagicHitEffect::Update|1
0x00422510|SkyObject::Initialize|1
0x00422B40|MagicTarget::GetTargetAsActor|41
0x00424630|MagicTarget::Dispel|1
0x00424800|MagicTarget::Dispel|1
0x00425550|MagicTarget::GetMagicTargetByNumericID|2
0x00425990|NightEyeEffect::ApplyVisualEffect|4
0x004294E0|SummonCreatureEffect::DoSummon|1
0x00429970|SummonCreatureEffect::LimitPlayerSummonedCreatures|1
0x0042A1B0|SunDamageEffect::GetDamageAmount|1
0x0042A6A0|TelekinesisEffect::CreateSpring|1
0x0042AA90|PlayerCharacter::GetGrabSpring|1
0x0042AEB0|bhkUnaryAction::GetRigidBody|1
0x0042AEE0|bhkUnaryAction::GethkRigidBody|2
0x0042AF20|PlayerCharacter::GetGrabObject|1
0x0042AF40|Setting::Float|1
0x0042AFA0|TelekinesisEffect::RemoveSpring|1
0x0042F1B0|NiCriticalSection::Lock|1
0x0042F1F0|BSCriticalSection::Unlock|1
0x00430680|BSSoundHandle::BSSoundHandle|1
0x00432830|NiPixelData::ComputeMipmapLevels|1
0x00432CB0|BSSimpleList<FalloutRadio::FORadioStation *>::GetItem|1
0x00436AF0|NiPixelData::NiPixelData|1
0x004374B0|BSSimpleList<DialogueItem *>::IsEmpty|1
0x00439DA0|TESSaveLoadGame::UseSaveGameBlocks|1
0x00439DC0|BSSimpleList<DialogueItem *>::IsEmpty|1
0x0043C7B0|DialogueItem::FirstResponse|1
0x0043DEC0|BSExtraData::~BSExtraData|1
0x0043E370|MenuTopicManager::FirstTopic|1
0x0043E4C0|MenuTopicManager::GetCurrentTopic|1
0x0043E510|ListBox<int>::ListBox<int>|1
0x0043F260|MenuTopicManager::GetCurrentTopicList|1
0x00441660|TESForm::GetFormID|1
0x00443170|BGSPlaceableWaterData::Initialize|1
0x00444470|BSCoreMessage::QInstance|1
0x00444560|LP_LOCK_DATA::LP_LOCK_DATA|1
0x00444700|BSStringT<char>::String|1
0x004454F0|BSSimpleArray<SandBoxChoiceListItem,1024>::BSSimpleArray<SandBoxChoiceListItem,1024>|1
0x00445CC0|NiPixelData::GetPixels|1
0x00445D70|BSSpinLock::Lock|1
0x00445E50|NiTArray<TESObjectREFR *,NiTNewInterface<TESObjectREFR *> >::GetAt|1
0x00446300|BSSpinLock::Lock|1
0x004467B0|Tile::AddUserTrait|1
0x00446B30|ListBox<StartMenu::Option *>::Select|1
0x00446C90|BGSSaveLoadHistory::BGSSaveLoadHistory|1
0x00447D00|BGSSaveLoadGame::SetSaveGameSaving|1
0x0044D030|Animation::SpecialIdleDonePlaying|1
0x0044E700|MobileObject::GetCurrentAIProcess|1
0x0044EAF0|BGSNumericIDIndex::BGSNumericIDIndex|3
0x004510E0|ReferenceInitialData::ReferenceInitialData|1
0x004533E0|TESForm::GetFileCount|1
0x00455130|ChangesMap::GetChanges|1
0x004578B0|TESDataHandler::CreateReferenceAtLocation|1
0x004579E0|TESSaveLoadGame::LoadGameDataOLD|3
0x00457A10|TESSaveLoadGame::SaveNumericID|3
0x00457BD0|TESSaveLoadGame::AdvanceBuffer|1
0x00457BF0|TESSaveLoadGame::ConvertNumericID|1
0x00458600|BSCoreMessage::QInstance|1
0x004586D0|BSCoreMessage::QInstance|1
0x0045A2E0|TESSaveLoadGame::DeleteForm|1
0x00460390|TESObjectREFR::SetLocationOnReference|1
0x00460E20|TES::GetInterior|1
0x00462110|TESSaveLoadGame::UseSaveGameBlocks|2
0x00463D90|TESForm::GetFormType|1
0x00464280|NiTLargeArray<NiPointer<NiObject>,NiTNewInterface<NiPointer<NiObject> > >::GetSize|1
0x00464450|BGSSaveLoadFormHeader::BGSSaveLoadFormHeader|1
0x00464490|BGSSaveLoadFormInfo::BGSSaveLoadFormInfo|1
0x00464520|BSAutoEvent::BSAutoEvent|1
0x004645F0|BGSLoadFormBuffer::GetFormPending|1
0x00464740|Setting::String|1
0x004648A0|BGSLoadGameBuffer::LoadFormID|3
0x004648E0|BGSLoadGameBuffer::LoadFormID|4
0x00464980|BGSLoadGameBuffer::LoadData|12
0x004649A0|BGSLoadGameBuffer::LoadString|1
0x00464A60|BGSLoadGameBuffer::LoadVariableSizedValue|2
0x00465570|Calendar::GetDayOfTheWeek|1
0x004655A0|BGSLoadGameSubBuffer::LoadGame|1
0x00465DF0|BGSSaveGameBuffer::SaveFormID|3
0x00465E70|BGSSaveGameBuffer::SaveString|1
0x00466A90|MemoryManager::Instance|1
0x00467840|BSSimpleList<TESObjectREFR *>::BSSimpleList<TESObjectREFR *>|1
0x00467A20|BSAudio::QInstance|1
0x00467D20|TESPackage::SaveGame|1
0x00467D60|BGSSaveGameBuffer::SaveData|1
0x00467DA0|Calendar::GetHour|1
0x00467F50|BSSpinLock::Lock|2
0x00467F70|BSAutoEvent::BSAutoEvent|1
0x0046A460|PackageSchedule::GetStartTime|1
0x0046C6A0|BSSemaphore::BSSemaphore|2
0x0046CF00|BaseFormComponent::BaseFormComponent|1
0x00471DC0|FORenderedMenu::TriggerShudder|1
0x00474480|BSSoundHandle::BSSoundHandle|1
0x00477950|SettingT<RegSettingCollection>::QCollection|1
0x00478360|MemoryLevelManager::WasLastCheckedMemLevelCloseToLow|1
0x0047CE80|TESSaveLoadGame::GetCurrentVersion|2
0x0047EAA0|PackageLocation::~PackageLocation|1
0x00481680|BSSimpleArray<Actor *,1024>::GetAt|1
0x00484350|Actor::GetClass|1
0x004843A0|Actor::CanMove|1
0x00484480|Actor::CanSpeak|1
0x00484730|MobileObject::GetCurrentAIProcess|1
0x00485BD0|PathingRequestHide::GetMinHideDistance|1
0x0048B7F0|Actor::IsWeaponDrawn|1
0x004905F0|BSFile::FileIsGood|1
0x00491170|TESLandTexture::GetGrassList|2
0x00491B90|Actor::GetArmorBeingWorn|3
0x004924E0|BSAudio::GetSoundHandleByName|1
0x00493530|Actor::GetCurrentPackageType|1
0x00493590|Sky::GetInstance|1
0x00498250|FleePackage::ModFleeTimer|1
0x0049D8B0|Actor::GetRandomWornArmor|1
0x0049D900|Actor::Kill|2
0x0049F4A4|BSSoundHandle::BSSoundHandle|1
0x0049F4E0|PlayerCharacter::GetGrabObject|2
0x004A16D0|MagicTarget::IsSpellTarget|1
0x004A1710|Menu::GetMenuTile|1
0x004A1800|Actor::SetLifeState|1
0x004A5E80|TESFaction::GetPCAnEnemy|1
0x004A6210|InventoryChanges::GetInventoryChanges|1
0x004A6290|TESPackage::GetWaiting|1
0x004A6650|Actor::IsFleeing|1
0x004A7570|Actor::GetAnimAction|1
0x004A7F80|Actor::GetCombatStyle|1
0x004A80C0|Actor::SetHasBeenEaten|1
0x004ACF10|Actor::SetGhost|1
0x004ACF70|BGSSaveGameBuffer::SaveData|1
0x004ADCB0|Actor::GetFaceAnimationData|2
0x004B0B00|BaseProcess::GetProcessLevel|1
0x004B39F0|Actor::IsPathingComplete|1
0x004BE9B0|Actor::IsInCombatantFaction|1
0x004C4640|Actor::UpdateAlpha|4
0x004C51C0|Actor::IsRefractive|1
0x004C5EF0|ActorPackage::Clear|1
0x004C6030|TESPackage::DecRefCount|1
0x004C6080|ActorPackage::InitFromPackage|2
0x004C6100|TESPackage::IncRefCount|1
0x004C71B0|CFilter::CFilter|3
0x004C8190|MobileObjectMessage::MobileObjectMessage|1
0x004C81C0|MobileObjectTaskletData::HandleMessage|1
0x004C8240|MobileObjectTaskletData::RunToCompletion|1
0x004C8BB0|HighProcess::ClearWanderStarted|1
0x004C9CF0|AITaskQueue::Dequeue|1
0x004C9D70|AITaskThread::OnStartup|1
0x004D3110|TESForm::GetFormType|1
0x004D3ED0|NiGeomMorpherController::GetNumTargets|2
0x004D47D0|TESForm::SetFormType|1
0x004D4E80|Character::ResetArmorRating|2
0x004D51F0|ListBox<BGSPerk *>::IsSelected|1
0x004D8AC0|TESForm::GetFormID|1
0x004DEFE0|PlayerCharacter::GetPlayerGreetFlag|1
0x004DF040|TESSaveLoadGame::GetCurrentVersion|12
0x00503600|CombatGroup::GetMember|1
0x005060F0|LipSyncBackgroundManager::RemoveTask|1
0x00506F60|CombatTimer::CombatTimer|1
0x005070A0|CombatTimer::CombatTimer|1
0x00515786|BSSimpleList<QueuedItem *>::GetItem|1
0x00523960|TESAnimGroup::AnimGroup|1
0x0052C870|BGSLoadGameBuffer::LoadData|1
