# iterative call-graph alignment: 0xRVA|qualified_name|votes
0x0012BAD0|TESImageSpaceModifier::ImageSpaceModifierData::ImageSpaceModifierData|1
0x0012BB10|NiFloatInterpolator::NiFloatInterpolator|7
0x0012BB70|NiFloatInterpolator::NiFloatInterpolator|2
0x0012D3B0|NiColorInterpolator::SetColorData|2
0x0012EAE7|TESFile::GetChunkSize|1
0x0012ED90|TESImageSpaceModifier::FlushData|1
0x00131D20|TESImageSpaceModifier::BlendApply|1
0x00134550|BSFaceGenBaseMorphExtraData::GetMorphModelData|1
0x00136D80|TESForm::TESForm|1
0x00137100|TESDataHandler::GetNextID|1
0x00137130|BSSpinLock::Lock|1
0x00137BD0|BGSDehydrationStage::FindStageForRadLevel|1
0x00137D60|NiGeometryBufferData::GetMaxVertCount|1
0x00137E90|CombatPlannerData::SetPlanner|1
0x00137EB0|BSStringT<char>::BSStringT<char>|1
0x001394C0|BaseFormComponent::BaseFormComponent|1
0x00140720|ActorLockData::ActorLockData|2
0x001407B0|StartMenu::SetSaveGameScreenshot|1
0x00141A30|TESTexture::TESTexture|1
0x00141A60|BaseFormComponent::BaseFormComponent|1
0x00141AE0|TESFile::GetTESChunk|1
0x00141B00|TESForm::SetInitialized|1
0x00141B80|TESObjectCELL::InitStatics|1
0x00141C00|TESObjectCELL::KillStatics|1
0x00141C80|TESObjectCELL::GetInterior|1
0x001442C0|TESForm::GetFileList|1
0x00145C10|TESForm::TESForm|1
0x00145CB0|TESObjectCELL::Get3D|1
0x00145CF0|TESObjectCELL::Load3D|1
0x001467E0|BSMultiBoundNode::QMultiBound|1
0x00146AF0|Interface::QueueMenuCreate|1
0x00146FB0|TESObjectCELL::GetLand|1
0x001495F0|NiGeometry::GetModelData|2
0x0014BA80|TESObjectCELL::AttachLights|1
0x0014CD20|ExtraDataList::ExtraDataList|1
0x0014DA00|NiTPointerListBase<DFALL<NiTListItem<BSAnimGroupSequence const *> >,BSAnimGroupSequence const *>::FindPos|1
0x0014EE20|BSTreeManager::AreTreesVisible|1
0x001510B0|TESForm::SetFormType|1
0x001516C0|TESFile::GetTESForm|1
0x00152BD0|TESObjectCELL::Detach|1
0x001533C0|TESObjectCELL::GetAttached|1
0x00154010|TESObjectCELL::CreateWorld|1
0x001545F0|hkpPhantomListener::hkpPhantomListener|1
0x001546A0|TESObjectCELL::MoveExteriorWorld|1
0x001548A0|TESObjectLAND::GetCoordData|1
0x001571A0|TESObjectCELL::QueueReferences|1
0x001576C0|ExtraDataList::~ExtraDataList|1
0x00157C40|TESObjectCELL::FadeToLowDetail|1
0x00158200|NavMesh::GetTriangleCount|1
0x00158220|DoorLock::DoorLock|1
0x001582D0|TESObjectREFR::GetTeleport|1
0x001582F0|NavMesh::GetTriangle|3
0x00158310|Sky::IsRaining|1
0x00158DD0|BSSimpleArray<NavMeshTriangle,1024>::operator[]|2
0x001597D0|NiTPointerListBase<DFALL<NiTListItem<BSAnimGroupSequence const *> >,BSAnimGroupSequence const *>::AddTail|1
0x00159A40|NiPointer<PathingSolution>::NiPointer<PathingSolution>|2
0x00159A70|NiTListBase<DFALL<NiTListItem<BSAnimGroupSequence const *> >,BSAnimGroupSequence const *>::AddNodeTail|1
0x0015A2F0|TESObjectREFR::TESObjectREFR|1
0x0015A400|OBJ_REFR::OBJ_REFR|1
0x0015AC90|TESObjectREFR::InitializeData|1
0x0015B980|QueuedFileEntry::GetFileEntry|2
0x0015E200|TESActorBaseData::GetRunsInLow|1
0x0015F5B0|TESSaveLoadGame::GetRevertBefore|1
0x00160C20|bhkRigidBody::operator*|1
0x001611C0|bhkBlendCollisionObject::QHeirGain|1
0x001615D0|NiMatrix3::NiMatrix3|1
0x00161690|bhkWorld::QDeltaTime|1
0x001616D0|hkTransform::getTranslation|1
0x00161730|TESObjectREFR::GetObjectReference|1
0x00163200|bhkWorldObject::GetFlags|2
0x001653D0|BSCoreMessage::QInstance|1
0x00168AB0|Actor::EndInterruptPackage|1
0x00168E50|TESObjectREFR::GetWorldSpace|1
0x00169060|Tile::AddUserTrait|1
0x0016C7F0|Tile::GetFloat|1
0x0016DF00|NiPointer<NiTriShape>::operator=|1
0x0016DFF0|bhkNiCollisionObject::QSyncMode|1
0x0016E350|bhkPhantom::ResetPhantomFlags|1
0x0016E810|hkVector4::hkVector4|1
0x0016EA00|bhkSphereShape::Init|1
0x0016F930|TESObjectREFR::FindReferenceFor3D|2
0x0016FA00|TESObjectREFR::GetOrientation|1
0x00171B50|Animation::GetControllerManager|1
0x001722C0|Animation::GetAnimsLoading|1
0x00172380|TESObjectREFR::GetDistanceFromPoint|1
0x00173050|BSSimpleList<FACTION_RANK *>::GetItem|1
0x001730D0|TESReputation::GetReputationThreshold|1
0x00174900|ChangeData::GetFlags|1
0x00175690|TESObjectREFR::SetObjectReference|1
0x00175830|TESObjectREFR::SetLocationOnReference|2
0x00175D10|TESObjectREFR::GetParentCell|1
0x00176760|MagicCaster::MagicCaster|1
0x00178400|PlayerCharacter::IsActionInList|1
0x00179670|Actor::IsSleeping|1
0x0017B520|TESObjectREFR::RemoveFromAllWater|1
0x0017B730|ZoneEntry::GetTargetEntry|1
0x0017BD60|MobileObject::SetDialogueItemTarget|1
0x0017C530|hkPointerMap<int,int,hkContainerHeapAllocator>::hkPointerMap<int,int,hkContainerHeapAllocator>|1
0x0017CD10|TESTerrainLODManager::TESTerrainLODManager|1
0x0017CE60|TESObjectLAND::GetGrassEvalSize|1
0x00181BE0|TESForm::TESForm|1
0x00182000|TESImageSpaceModifiableCountForm<6>::InitializeDataComponent|1
0x001822C0|TESWeatherList::TESWeatherList|2
0x00182380|TESWeatherList::Save|2
0x001825A0|TESWeatherList::CopyComponent|5
0x00182780|TESWeatherList::FlushList|1
0x00182940|MessageHandler::QWarningCount|1
0x00183040|TESTerrainLODManager::TESTerrainLODManager|1
0x00183180|NiTPointerMap<unsigned int,BSSimpleList<TESObjectREFR *> *>::NiTPointerMap<unsigned int,BSSimpleList<TESObjectREFR *> *>|1
0x00185B30|TESWorldSpace::LoadCell|1
0x00186150|CombatController::GetCombatState|12
0x00187760|NiPointer<NiNode>::NiPointer<NiNode>|1
0x001877E0|BSSimpleList<TESObjectREFR *>::BSSimpleList<TESObjectREFR *>|1
0x00187BB0|TESFullName::TESFullName|1
0x00187C80|BSCoreMessage::QInstance|1
0x00187F40|TESForm::TESForm|1
0x00188C80|NiPointer<BSPortalGraph>::NiPointer<BSPortalGraph>|1
0x0018B600|TESForm::SetFormType|1
0x0018B630|BGSCameraPath::InitializeData|1
0x0018B960|BGSCameraPathManager::GetDefaultPath|1
0x0018CB00|NiTransformInterpolator::GetPosData|1
0x0018DB10|BSSimpleList<ExtraDataList *>::GetItem|1
0x0018DC90|BGSImpactData::InitializeData|1
0x0018EB10|BGSImpactDataSet::InitializeData|1
0x0018F010|BSExtraData::~BSExtraData|1
0x0018FF60|Tile::Set|1
0x001906D0|TESForm::TESForm|1
0x001913B0|TESForm::TESForm|1
0x001924D0|TESBoundObject::TESBoundObject|1
0x00193240|DecalData::DecalData|1
0x001977D0|MediaSet::MediaLayer::MediaLayer|6
0x00197850|MediaSet::MediaLayer::Clear|1
0x00198040|AutoMemContext::AutoMemContext|1
0x0019B0E0|TESBoundObject::TESBoundObject|1
0x0019B9C0|TESForm::TESForm|1
0x0019B9F0|TESCaravanDeck::InitializeData|1
0x0019BB30|ActiveEffect::GetTarget|93
0x001A2030|Actor::IsSwimming|1
0x001A29B0|PlayerCharacter::GetTeammateCount|1
0x001A3370|Tile::AddUserTrait|1
0x001A5F40|CompanionWheelMenu::PlayReactivityBark|1
0x001A6880|TESForm::TESForm|1
0x001A6E50|BaseFormComponent::BaseFormComponent|1
0x001A7130|BSThread::SetName|1
0x001A71D0|LoadScreenType_Data::LoadScreenType_Data|1
0x001A7220|DisplayData::DisplayData|2
0x001A7400|LoadScreenType_Data::Endian|2
0x001A7840|TESRecipeCategory::ResetFlag|1
0x001A8080|BGSLoadFormBuffer::GetChangeFlags|1
0x001A80A0|TESForm::TESForm|1
0x001A8EA0|ScriptCompiler::CompilePartialScript|1
0x001A9D00|ScriptLocals::Revert|1
0x001AB400|Script::InitItem|1
0x001ABF60|Script::CloneLocals|1
0x001AC020|TESObjectREFR::GetScriptVariables|1
0x001AC340|Script::RunScriptEffectStart|1
0x001AC380|Script::RunScriptEffectFinish|1
0x001AC3C0|Script::RunScriptEffectUpdate|1
0x001AE3D0|NiUpdateData::NiUpdateData|1
0x001B9B00|BSShaderManager::IsRefractionEnabled|6
0x001BC130|Script::ParseParameters|1
0x001BD5B0|Tile::GetMenuByClass|1
0x001BD5C0|BSSimpleList<Explosion::ExplosionTarget *>::IsEmpty|1
0x001C1A00|Tile::Set|1
0x001C4210|Script::ParseParameters|1
0x001C8A30|BSSoundHandle::BSSoundHandle|1
0x001C9B50|PlayerCharacter::GetActiveQuest|1
0x001D1260|BSAudio::QInstance|1
0x001D9660|Tile::GetFloat|1
0x001DC960|TESObjectREFR::Get3D|1
0x001DC980|BSCoreMessage::QInstance|1
0x001DD4E0|BSFaceGenKeyframeMultiple::GetQuantity|3
0x001DD830|BSFaceGenManager::GetFaceGenExpressionText|1
0x001DD840|BSFaceGenMorphDifferential::GetVertices|2
0x001DD850|std::vector<FffTriDiffMorphS,std::allocator<FffTriDiffMorphS> >::operator[]|1
0x001DFA10|ListBox<StartMenu::Option *>::IsEnabled|1
0x001E0B40|TESSound::GetPassThroughSoundName|1
0x001E0BA0|NiPointer<NiAVObject>::NiPointer<NiAVObject>|1
0x001E2590|ScriptRunManager::Instance|3
0x001E2EF0|TESSound::~TESSound|1
0x001E3020|BGSBodyPart::BGSBodyPart|1
0x001E3510|TESForm::GetFormID|1
0x001E3FC0|CombatWorldState::GetValue|1
0x001E4C70|TESForm::TESForm|1
0x001E6250|BGSEntryPointFunctionData::StartFunctionData|4
0x001E6C60|BGSEntryPointFunctionData::BGSEntryPointFunctionData|1
0x001E7460|TESForm::TESForm|1
0x001E9160|Tile::Set|1
0x001E9620|BGSPerkEntry::StartPerkEntry|3
0x001E9690|BGSPerkEntry::FinishPerkEntry|2
0x001EACA0|TESForm::TESForm|1
0x001EC1F0|BSStringT<char>::BSStringT<char>|1
0x001ED760|RagdollFeedbackData::RagdollFeedbackData|1
0x001ED790|RagdollFeedbackData::RagdollFeedbackSystemData::RagdollFeedbackSystemData|1
0x001ED850|FootIK_DATA::FootIK_DATA|1
0x001ED8C0|FootIK_DATA::FootIKSystem_DATA::FootIKSystem_DATA|1
0x001ED910|LookIK_DATA::LookIK_DATA|1
0x001ED980|GrabIK_DATA::GrabIK_DATA|1
0x001ED9F0|PoseMatching_DATA::PoseMatching_DATA|1
0x001EDA60|PoseMatching_DATA::PoseMatching_System_DATA::PoseMatching_System_DATA|1
0x001EDAF0|GrabIK_DATA::GrabIK_DATA|1
0x001EDB10|LookIK_DATA::LookIK_DATA|1
0x001EDB70|FootIK_DATA::FootIK_DATA|1
0x001EDBD0|RagdollFeedbackData::RagdollFeedbackData|1
0x001EDD00|BGSRagdoll::InitializeData|1
0x001EDFB0|TESForm::TESForm|1
0x001EFE70|TESForm::GetFormID|1
0x001F4BB0|BGSCameraPath::~BGSCameraPath|1
0x001F4FD0|TESChallenge::InitializeData|1
0x001F65D0|NiTArray<Actor *,NiTMallocInterface<Actor *> >::RemoveAt|1
0x001F67C0|TESClass::InitializeData|1
0x001F75E0|TESActorBase::TESActorBase|1
0x001F7A40|TESCreature::InitializeData|1
0x001F7B50|TESAIForm::InitItem|1
0x001FC1B0|TESEyes::InitializeData|1
0x001FC530|Interface::SetCurrentFocusTarget|1
0x001FC5F0|RaceSexMenu::MenuOptionList::RemoveMenuOption|1
0x001FC840|TESForm::TESForm|1
0x001FDC30|TESHair::InitializeData|1
0x001FDFA0|TESActorBase::GetSex|1
0x001FE160|TESModelAnim::TESModelAnim|1
0x00200930|Actor::IsContinuingPackageforPC|1
0x002013A0|NiPointer<BSFaceGenNiNode>::NiPointer<BSFaceGenNiNode>|1
0x00201750|TESActorBase::TESActorBase|1
0x00201800|TESActorBaseData::GetFlagBit|1
0x00202170|RaceSexMenu::MenuOption::GetID|1
0x00203B50|RaceSexMenu::MenuOptionList::Find|1
0x00203BB0|TESForm::GetFormID|1
0x00207340|BSFaceGenModelExtraData::Tag|1
0x00208D80|PlayerCharacter::Is3rdPerson|1
0x0020BEF0|NiTArray<NiPointer<NiAVObject>,NiTNewInterface<NiPointer<NiAVObject> > >::SetSize|3
0x0020C760|TESQuest::GetObjectiveList|1
0x0020D4B0|LockFreeMap<PathingRequest *,PathingTaskData *>::LockFreeMapIterator::LockFreeMapIterator|1
0x002101B0|TESForm::GetFormID|1
0x00210AC0|TESForm::TESForm|1
0x00211DB0|NiNode::GetArrayCount|1
0x00213850|BaseFormComponent::BaseFormComponent|1
0x00213870|BSStringT<char>::SPrintF|1
0x00213950|BSStringT<char>::BSStringT<char>|1
0x00213FB0|PathingRequestCoveredMove::SetCoverLocation|1
0x002166E0|Tile::GetFloat|1
0x00216DC0|BSAutoEvent::BSAutoEvent|1
0x0021A2D0|BSSimpleList<FalloutRadio::FORadioStation *>::GetItem|1
0x0021A310|TESTopic::GetOwnerTopic|1
0x0021B320|TESTopic::CreateDialogueItem|1
0x0021CC40|LowProcess::GetActorValue|1
0x0021F4D0|bhkEntityListener::bhkEntityListener|1
0x0021F6C0|PlayerCharacter::QCameraRigidBody|2
0x0021FBA0|TargetEntry::TargetEntry|1
0x0021FFB0|BGSZoneTargetListener::BGSZoneTargetListener|3
0x00220760|bhkTTNode<TESObjectREFR>::SetFlags|1
0x00220B80|ComputersMenu::AnimatingTextManager::GetCount|1
0x00221060|hkpCdPointCollector::hkpCdPointCollector|1
0x00221B00|BSTempEffect::GetAge|1
0x00221E40|NiTObjectArray<NiPointer<bhkRigidBody> >::NiTObjectArray<NiPointer<bhkRigidBody> >|1
0x00221E60|NiRefObject::NiRefObject|1
0x00222570|hkBool::hkBool|43
0x00223C50|bhkContactListener::bhkContactListener|1
0x002240D0|NiPointer<BSMultiBoundNode>::NiPointer<BSMultiBoundNode>|1
0x00224700|BGSPlaceableWater::GetData|1
0x00224B10|AutoMemContext::AutoMemContext|1
0x00225BD0|hkArray<HavokError::hkFileLine,hkContainerHeapAllocator>::hkArray<HavokError::hkFileLine,hkContainerHeapAllocator>|1
0x00225BF0|hkError::hkError|1
0x00225C50|HavokError::isReportEnabled|1
0x00225F10|hkError::hkError|1
0x00225FE0|hkStreamWriter::hkStreamWriter|1
0x00226000|HavokFileStreambufReader::HavokFileStreambufReader|1
0x00226450|hkPointerMap<int,int,hkContainerHeapAllocator>::hkPointerMap<int,int,hkContainerHeapAllocator>|1
0x00226470|hkPointerMap<int,int,hkContainerHeapAllocator>::insert|1
0x00226490|hkPointerMap<int,int,hkContainerHeapAllocator>::getWithDefault|1
0x002264B0|hkPointerMap<int,int,hkContainerHeapAllocator>::remove|1
0x00226870|hkArrayBase<hkpRootCdBodyPair>::clear|1
0x00226CB0|bhkWorldObject::GetCollisionFilter|1
0x002299A0|hkArray<HavokError::hkFileLine,hkContainerHeapAllocator>::hkArray<HavokError::hkFileLine,hkContainerHeapAllocator>|1
0x0022A290|hkpClosestRayHitCollector::reset|1
0x0022A2B0|hkpWorldRayCastOutput::reset|1
0x0022AB20|CFilter::QBipLayer|1
0x0022D760|bhkTrapListener::bhkTrapListener|1
0x0022D920|BGSZoneTargetListener::BGSZoneTargetListener|1
0x0022E1D0|hkInplaceArray<hkpRootCdBodyPair,16,hkContainerHeapAllocator>::hkInplaceArray<hkpRootCdBodyPair,16,hkContainerHeapAllocator>|1
0x0022FEC0|AutoMemContext::AutoMemContext|1
0x00231370|bhkWaterListener::bhkWaterListener|1
0x00231820|BGSSaveFormBuffer::GetChangeFlags|2
0x00232C60|AutoMemContext::AutoMemContext|1
0x00232E20|SettingT<BlendSettingCollection>::QCollection|2
0x00233D90|SkyObject::SkyObject|1
0x0023C8A0|REFR_LOCK::REFR_LOCK|1
0x0023D040|FORenderedMenu::GetMenuRoot|2
0x002447D0|TESForm::GetFormType|1
0x00248E30|ItemChange::GetExtraDataList|1
0x00248FA0|ItemChange::GetContainerObject|1
0x002499D0|BSFaceGenAnimationData::Tag|1
0x0024A290|NiQuaternion::operator!=|2
0x0024A4D0|BSFaceGenKeyframeMultiple::SetQuantity|10
0x0024DB70|NiRefObject::NiRefObject|1
0x0024E980|BSFaceGenManager::LockFaceGenAccess|1
0x00252140|AutoMemContext::AutoMemContext|1
0x002521E0|BSSimpleList<TESNPC *>::AddHead|1
0x00252510|NiAVObject::GetSelectiveUpdate|1
0x002529A0|TESScriptableForm::InitItem|1
0x00253270|NiObject::DynamicCast|2
0x00253290|NiObject::DynamicCast|11
0x00253460|BSFaceGenBaseMorphExtraData::Tag|1
0x00253DC0|BSFaceGenManager::ResetQuantityArray|1
0x00257150|BSFaceGenManager::QueueHeadParts|1
0x00258040|BSCoreMessage::QInstance|1
0x00258C10|std::basic_string<char,std::char_traits<char>,std::allocator<char> >::length|1
0x00258F30|std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> >|1
0x00259600|AutoMemContext::AutoMemContext|1
0x00259C10|NiRefObject::NiRefObject|1
0x00259C40|AutoMemContext::AutoMemContext|1
0x0025C630|AutoMemContext::AutoMemContext|1
0x0025C700|std::vector<FR2Vect3TC<float>,std::allocator<FR2Vect3TC<float> > >::operator[]|2
0x0025C750|BSFaceGenModelTextureData::BSFaceGenModelTextureData|1
0x0025C820|BSStringT<char>::Set|1
0x0025CC30|std::vector<FR2Vect3TC<float>,std::allocator<FR2Vect3TC<float> > >::operator[]|1
0x0025E750|BSFaceGenMorphData::BSFaceGenMorphData|1
0x0025F640|NiPointer<NiTriBasedGeom>::operator=|1
0x0025F9E0|std::basic_string<char,std::char_traits<char>,std::allocator<char> >::length|1
0x0025FDE0|std::basic_string<char,std::char_traits<char>,std::allocator<char> >::~basic_string<char,std::char_traits<char>,std::allocator<char> >|1
0x0025FE40|NiPointer<BSFaceGenModelMap::Entry>::NiPointer<BSFaceGenModelMap::Entry>|1
0x0025FF00|std::vector<FffTriDiffMorphS,std::allocator<FffTriDiffMorphS> >::size|1
0x00261DA0|std::vector<FR2Vect3TC<float>,std::allocator<FR2Vect3TC<float> > >::operator[]|1
0x002620D0|NiNode::GetViewerStrings|1
0x00262110|NiRTTI::GetName|1
0x00262190|NiTArray<char *,NiTMallocInterface<char *> >::Add|1
0x00262840|std::vector<FffTriDiffMorphS,std::allocator<FffTriDiffMorphS> >::size|1
0x00262860|std::vector<FffTriDiffMorphS,std::allocator<FffTriDiffMorphS> >::operator[]|6
0x00263050|BSFaceGenAnimationData::ShouldHeadTrack|1
0x00263450|BSFaceGenManager::GetUseLOD|1
0x00263510|BSFaceGenNiNode::UpdateMorphing|2
0x00263A10|Setting::Bool|1
0x00263A50|BSFaceGenNiNode::GetIAmPlayerCharacter|1
0x00263B40|BSCullingProcess::GetAccumulator|2
0x00263B60|BSShaderAccumulator::GetRenderMode|1
0x00264840|BSTreeManager::GetInstance|1
0x00264CD0|NiObjectNET::SetDefaultCopyType|1
0x00265BE0|BSTreeManager::RemoveBackgroundLoadedTree|1
0x002665A0|BSExtraData::~BSExtraData|1
0x00266910|NiPointer<BSTreeModel>::NiPointer<BSTreeModel>|1
0x00266F00|BSTreeModel::IsInstance|2
0x00267120|BSFadeNode::BSFadeNode|1
0x00267470|BSTreeModel::CreateBranchGeometry|1
0x00268500|BSTreeModel::CreateLeafGeometry|1
0x00269500|BSTreeModel::CreateBillboardGeometry|1
0x0026E2B0|BSExtraData::~BSExtraData|1
0x0026E9B0|ActorValue::GetActorValueDesc|1
0x0026E9F0|ActorValue::GetActorValueIcon|1
0x0026EC80|ActorValue::ToArrayIndex|1
0x0026FD20|ActorValue::GetSection|1
0x0026FD90|BSAudio::GetSoundHandleByName|1
0x0026FDC0|ActorValue::IsAIAttribute|1
0x0026FDF0|ActorValueInfo::GetActorValueFormID|1
0x00270760|PACKAGE_DATA::Endian|2
0x00270B30|TESPackageData::TESPackageData|5
0x00271D10|BSSimpleList<BGSCameraShot *>::BSSimpleList<BGSCameraShot *>|1
0x00272DD0|TESObjectREFR::GetTeleport|1
0x00273180|TESPackage::SetPackageSchedule|1
0x00274D40|TESPackage::GetIsCreated|1
0x00274FD0|TESObjectREFR::GetWorldSpace|1
0x002751A0|TESObjectREFR::GetParentCell|1
0x002759E0|TESPackage::ComputeInitialTarget|2
0x00278CA0|TESObjectREFR::GetLinkedDoorTeleportPosition|1
0x00278CC0|PackageSchedule::GetStartDayOfWeek|1
0x00278CE0|ModelLoader::CancelReference|1
0x0027DA80|TESForm::SetFormType|1
0x0027DD20|TESFile::QEndian|1
0x0027E3A0|PackageList::PackageList|1
0x0027F6C0|PackageLocation::Save|3
0x0027FB20|TESPackage::~TESPackage|1
0x0027FC50|PackageLocation::InitLoadGame|1
0x0027FCB0|PackageSchedule::PackageSchedule|1
0x0027FD40|PackageSchedule::Copy|2
0x0027FDB0|PackageSchedule::SetStartDayOfWeek|1
0x0027FDD0|PackageSchedule::SetStartDate|1
0x0027FDF0|PackageSchedule::SetStartTime|1
0x00280020|TESParameters::GetParamIsTESForm|1
0x00280050|TESForm::GetFormByNumericID|1
0x00280080|BSStringT<char>::String|1
0x002800B0|TESForm::GetFile|1
0x00280110|TESForm::AddCompileIndex|1
0x00280140|BSStringT<char>::BSStringT<char>|1
0x00280830|PackageTarget::InitLoadGame|1
0x00280890|TESCondition::TESCondition|5
0x002808B0|BSSimpleList<TESRecipeComponent *>::BSSimpleList<TESRecipeComponent *>|1
0x00280910|TESCondition::Save|1
0x00280F70|TESCondition::GetConditionItem|1
0x00280FE0|TESDataHandler::GetLoadingFiles|1
0x002827B0|BSTempEffect::BSTempEffect|6
0x00283A60|Main::UpdateTextures|1
0x0028A830|TESObject::TESObject|1
0x0028A850|BSTempEffect::BSTempEffect|1
0x0028B4A0|Setting::Bool|1
0x0028EFB0|NavMesh::GetEdgeExtraInfo|1
0x0028F0A0|DoorTeleportData::GetTeleportCell|1
0x0028F200|NavMeshTriangle::IsEdgeConnected|1
0x0028F230|NavMesh::GetEdgeExtraInfo|3
0x0028F2E0|BSCoreMessage::QInstance|1
0x0028F460|NavMesh::GetMatchingEdge|3
0x00291140|NavMeshTriangle::GetFlag|3
0x00292710|FILE_POS_ROT::FILE_POS_ROT|1
0x002928A0|TESForm::GetFormID|1
0x00293BD0|NiTMapBase<DFALL<NiTMapItem<unsigned int,NiPointer<ReferenceObstacleArray> > >,unsigned int,NiPointer<ReferenceObstacleArray> >::GetAt|1
0x00293D50|BaseProcess::SetLastTimeProcessed|1
0x00293EF0|ModelLoader::ReleaseFile|1
0x00299AF0|NavMesh::GetClosedDoorInfoForTriangle|3
0x0029A690|NAVMESH_PORTAL::NAVMESH_PORTAL|1
0x0029B080|BSTask<__int64>::GetTaskPending|5
0x0029B940|BSSimpleArray<bool,1024>::_InitialSetup|1
0x0029CFE0|PathingRequestCoveredMove::GetUnreachableCoverLocations|1
0x0029D280|NavMeshGrid::NavMeshGrid|1
0x0029E390|PathingRequest::GetAvoidNodeArray|2
0x002A1440|BSSimpleArray<NavMeshTriangle,1024>::operator[]|1
0x002A6A40|NavMeshSearch::NavMeshSearch|2
0x002A6EB0|NavMeshSearchNode::GetCenter|5
0x002A78F0|PathingRequest::GetCenterRadius|1
0x002A7910|PathingRequest::GetCenter|1
0x002A7AD0|CaravanMenu::IsFlagSet|2
0x002A7AF0|BSSimpleArray<NiPoint3,1024>::GetAt|1
0x002A8500|TESDataHandler::IsFormIDCreated|2
0x002A9540|PathingRequest::GetDestination|1
0x002AB150|TESForm::GetFormByNumericID|1
0x002AB360|TESCombatStyle::GetAdvancedData|1
0x002B31C0|AStarSearch<PathSmootherPOVNode,PathSmootherPOVLink>::AStarSearch<PathSmootherPOVNode,PathSmootherPOVLink>|1
0x002B3270|BSSimpleArray<PathSmootherPOVLink,1024>::BSSimpleArray<PathSmootherPOVLink,1024>|1
0x002B35A0|BSSimpleArray<PathSmootherPOV *,1024>::BSSimpleArray<PathSmootherPOV *,1024>|3
0x002B35F0|BSSimpleArray<PathSmootherPOV *,1024>::BSSimpleArray<PathSmootherPOV *,1024>|1
0x002B3640|NiPoint3::NiPoint3|1
0x002B3710|AStarSearch<PathSmootherPOVNode,PathSmootherPOVLink>::AStarSearch<PathSmootherPOVNode,PathSmootherPOVLink>|1
0x002B37E0|NiRefObject::NiRefObject|1
0x002B4880|NavMeshInfo::GetInfoChunkSize|1
0x002B7D90|NiTPointerMap<unsigned int,NavMeshInfo *>::NiTPointerMap<unsigned int,NavMeshInfo *>|1
0x002B7DC0|NiTMap<unsigned int,NiTMap<unsigned int,BSSimpleArray<NavMeshInfo *,1024> *> *>::NiTMap<unsigned int,NiTMap<unsigned int,BSSimpleArray<NavMeshInfo *,1024> *> *>|1
0x002B8310|DFALL<NiTMapItem<LowProcess *,LP_LOCK_DATA> >::Deallocate|1
0x002B9130|CombatTimer::GetTargetTime|4
0x002C0100|hkpEntityActivationListener::hkpEntityActivationListener|1
0x002C5E40|LockFreeMap<PathingRequest *,PathingTaskData *>::LockFreeMapIterator::GetFinished|1
0x002C7850|BSXenonTaskletData::BSXenonTaskletData|1
0x002C9900|PathingRequest::GetActorLockData|1
0x002CA4E0|FleePackage::GetFleeTimer|1
0x002CF120|NiRefObject::~NiRefObject|1
0x002D1BC0|PathingRequest::SetDestination|1
0x002D2C00|PathingLocation::SetUnused|1
0x002D2C40|PathingRequestClosePoint::GetMaxDistance|1
0x002D30B0|PathingRequestCoveredMove::SetAttackerSneakHeight|1
0x002D3370|PathingRequest::PathingRequest|1
0x002D3AC0|PathingRequest::SetOrigin|1
0x002D3AE0|PathingRequest::SetActorRadius|1
0x002D3B00|PathingRequest::SetTargetRadius|1
0x002D61E0|PathingRequest::SetAvoidNodeArray|1
0x002DAD40|PathingRequest::CopyTo|1
0x002DCCE0|PathingLocation::operator=|1
0x002DD640|NavMeshPtr::NavMeshPtr|1
0x002DE790|PathingLocation::PrintDebugText|2
0x002E2150|BSSimpleArray<NavMeshPtr,1024>::BSSimpleArray<NavMeshPtr,1024>|1
0x002E2210|LockFreeMap<PathingRequest *,PathingTaskData *>::LockFreeMapIterator::LockFreeMapIterator|1
0x002E2960|PathingRequest::SetGoalZDelta|2
0x002E2980|PathingRequest::SetCenterRadius|1
0x002E29B0|PathingRequest::SetActorLockData|1
0x002E29D0|PathingRequest::SetSmoothingRandomness|1
0x002E4340|PathingRequestCover::SetMaxCoverDistance|1
0x002E4360|PathingRequestCover::SetMaxResults|1
0x002E4380|PathingRequestCover::SetFindBothSides|1
0x002E43A0|PathingRequestCover::SetFindBehindTarget|1
0x002E43C0|PathingRequestCover::SetSortFarthestFirst|1
0x002E43E0|PathingRequestCover::SetSortDistanceFromTarget|1
0x002E4400|PathingRequestCover::SetHideCover|1
0x002E4CD0|NiPoint3::NiPoint3|1
0x002E4EF0|BSCoreMessage::QInstance|1
0x002E4F10|PathingRequestCoveredMove::SetAttackerHealth|1
0x002E4F50|PathingRequestCoveredMove::SetLocationIndex|1
0x002E4F90|PathingRequestCoveredMove::SetTargetLocation|1
0x002E4FB0|PathingRequestCoveredMove::SetFinished|1
0x002E5330|PathingRequestCoveredMove::ClearTargetLocation|1
0x002E60C0|PathingRequest::CopyTo|1
0x002E77B0|NiRefObject::NiRefObject|1
0x002E8F80|BSTaskletGroup::Close|1
0x002E9280|BSCriticalSection::Enter|1
0x002E9570|BSTaskletGroup::WaitForCompletion|1
0x002EA9D0|PathingTaskData::QWaitingForRayCasts|1
