# global labels: 0x<pc_data_rva>|<qualified name>|votes|<mangled>
0x00C18C00|fPickBreakSecs|1|?fPickBreakSecs@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C19F08|pGSMonth|2|?pGSMonth@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00C1A6B0|Procedure_Action|1|?Procedure_Action@@3PAPAW4PROCEDURE@@A
0x00C1DB90|fAnimationDefaultBlend|1|?fAnimationDefaultBlend@@3V?$SettingT@VINISettingCollection@@@@A
0x00C1DBE8|fMenuModeAnimBlend|1|?fMenuModeAnimBlend@@3V?$SettingT@VINISettingCollection@@@@A
0x00C1E568|fPopUpBackgroundOpacity|2|?fPopUpBackgroundOpacity@@3V?$SettingT@VINISettingCollection@@@@A
0x00C1E704|sPCControlsTextPrefix|1|?sPCControlsTextPrefix@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C1ECB8|fCoverWaitReloadClipPercent|1|?fCoverWaitReloadClipPercent@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C1FCF0|fDebugCombatTextSize|1|?fDebugCombatTextSize@@3V?$SettingT@VINISettingCollection@@@@A
0x00C1FF40|fFollowSpaceBetweenFollowers|1|?fFollowSpaceBetweenFollowers@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C1FFA0|sRadioSignalLost|1|?sRadioSignalLost@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C20758|fVATSStealthMult|1|?fVATSStealthMult@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C20770|fHotKeyDownTimer|1|?fHotKeyDownTimer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C20774|pSexNameGS|1|?pSexNameGS@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00C2243C|fAVDTagSkillBonus|1|?fAVDTagSkillBonus@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C23128|fGrassMinStartFadeDistance|1|?fGrassMinStartFadeDistance@@3V?$SettingT@VINISettingCollection@@@@A
0x00C231A0|fCombatSearchCheckDestinationMinDistance|1|?fCombatSearchCheckDestinationMinDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C231E8|TimerRenderWater|1|?TimerRenderWater@@3VBSPerformanceTimer@@A
0x00C23CD8|sYouWinText|2|?sYouWinText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C249D8|cpminConcentricLengthA|1|?cpminConcentricLengthA@@3PAPAV?$SettingT@VINISettingCollection@@@@A
0x00C26800|fPlayerCharacterTurnMult|1|?fPlayerCharacterTurnMult@@3V?$SettingT@VINISettingCollection@@@@A
0x00C2CAF8|pCombatExecutionFlagNames|1|?pCombatExecutionFlagNames@@3PAPADA
0x00C2E9C0|sHackIneligible|1|?sHackIneligible@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C2EFC4|fGunWobbleMultScope|2|?fGunWobbleMultScope@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C2F248|iDebugTextTopBottomOffset|1|?iDebugTextTopBottomOffset@@3V?$SettingT@VINISettingCollection@@@@A
0x00C2FC70|sInventoryAmmo|1|?sInventoryAmmo@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C3275C|fMagicProjectileMaxDistance|1|?fMagicProjectileMaxDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C32988|dollyStartingPos|1|?dollyStartingPos@@3VNiPoint3@@A
0x00C34200|fAudioDebugDelay|1|?fAudioDebugDelay@@3V?$SettingT@VINISettingCollection@@@@A
0x00C345E0|sAmmoEffectDR|1|?sAmmoEffectDR@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C345E4|sAmmoEffectDAM|1|?sAmmoEffectDAM@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C345E8|sAmmoEffectFatigue|1|?sAmmoEffectFatigue@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C35708|sPMTime|1|?sPMTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C35710|sAMTime|1|?sAMTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C37E60|sexName|1|?sexName@@3PAPADA
0x00C399B8|bDebugCombatProjectileLOS|1|?bDebugCombatProjectileLOS@@3V?$SettingT@VINISettingCollection@@@@A
0x00C399BC|bDebugCombatCoverSearchText|1|?bDebugCombatCoverSearchText@@3V?$SettingT@VINISettingCollection@@@@A
0x00C3A1C4|iDebugTextFont|1|?iDebugTextFont@@3V?$SettingT@VINISettingCollection@@@@A
0x00C3ABC4|LifeStateString|1|?LifeStateString@@3PAPADA
0x00C3ABC8|pProcessTypeString|1|?pProcessTypeString@@3PAPADA
0x00C3D078|hkQuadReal0001|2|?hkQuadReal0001@@3U__vector4@@B
0x00C46814|sMenuDisplayLevelString|1|?sMenuDisplayLevelString@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C46850|sCurrentBetText|2|?sCurrentBetText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C47008|sInventoryStrReq|1|?sInventoryStrReq@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C4DA48|hkpBvTreeShapeClass|1|?hkpBvTreeShapeClass@@3VhkClass@@B
0x00C4F2F0|sWeaponBreak|1|?sWeaponBreak@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C51688|fCrippledArm1HSpreadPenalty|1|?fCrippledArm1HSpreadPenalty@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C5559C|sButtonLocked|1|?sButtonLocked@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C63AB4|sRSMRandomize|1|?sRSMRandomize@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C64ACC|pLockLevelNames|1|?pLockLevelNames@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00C64DE4|bPlayHitLocationIdles|1|?bPlayHitLocationIdles@@3V?$SettingT@VINISettingCollection@@@@A
0x00C64DE8|fRumbleStruckStrength|1|?fRumbleStruckStrength@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C64DEC|iWeaponCriticalHitDropChance|1|?iWeaponCriticalHitDropChance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C64E10|fKnockbackForceMax|1|?fKnockbackForceMax@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C692D0|sHackingHeader2|1|?sHackingHeader2@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C6EFA0|bCreateOptimizedXMLArchive|1|?bCreateOptimizedXMLArchive@@3V?$SettingT@VINISettingCollection@@@@A
0x00C6EFA8|iDebugTextLeftRightOffset|1|?iDebugTextLeftRightOffset@@3V?$SettingT@VINISettingCollection@@@@A
0x00C704E8|sDone|2|?sDone@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C704F0|sAccept|1|?sAccept@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C70D8C|sYouLoseText|2|?sYouLoseText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C70E80|pCombatWeaponTypeName|1|?pCombatWeaponTypeName@@3PAPADA
0x00C72118|iComputersDisplayRateMenus|2|?iComputersDisplayRateMenus@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C72308|fNoticeTextTimePerCharacter|1|?fNoticeTextTimePerCharacter@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C72310|sHitPointsShort|1|?sHitPointsShort@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C72760|sSpeechChallengeFailure|1|?sSpeechChallengeFailure@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C73480|fEnemyHealthBarTimer|1|?fEnemyHealthBarTimer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C73830|fPlayerMaxResistance|1|?fPlayerMaxResistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C73F20|fLoadingWheelScale|1|?fLoadingWheelScale@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C73F24|sStartingCell|1|?sStartingCell@@3V?$SettingT@VINISettingCollection@@@@A
0x00C7442C|sLockpickSkillText|1|?sLockpickSkillText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C74600|cpmaxSweetSpotLengthA|1|?cpmaxSweetSpotLengthA@@3PAPAV?$SettingT@VINISettingCollection@@@@A
0x00C75000|sRadioWaveformFileFormat|1|?sRadioWaveformFileFormat@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C75A9C|sMoveMarkerQuestion|1|?sMoveMarkerQuestion@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C75DB4|sInventoryCondition|1|?sInventoryCondition@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C7617C|sOddText|1|?sOddText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C76190|sThirdDozenText|1|?sThirdDozenText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C76194|sRedText|1|?sRedText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C763AC|sHowManyWait|1|?sHowManyWait@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C76F38|XGRAPHICS::ILOpCodeExtStr|1|?ILOpCodeExtStr@XGRAPHICS@@3PAPBDA
0x00C779BC|iTraitMenuMaxNumTraits|1|?iTraitMenuMaxNumTraits@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C78A68|fTermScreenLightColorG|1|?fTermScreenLightColorG@@3V?$SettingT@VINISettingCollection@@@@A
0x00C7FC90|sDefaultPlayerName|1|?sDefaultPlayerName@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C82334|fExpensiveFunctionThreshhold|1|?fExpensiveFunctionThreshhold@@3V?$SettingT@VINISettingCollection@@@@A
0x00C84D20|sNoEatQuestItem|1|?sNoEatQuestItem@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C88260|fAIUseWeaponDistance|1|?fAIUseWeaponDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C8A8E0|ConflictingObjects|2|?ConflictingObjects@@3V?$BSSimpleList@PAVTESObjectREFR@@@@A
0x00C8B050|fForwardBias|1|?fForwardBias@@3V?$SettingT@VINISettingCollection@@@@A
0x00C8EA64|pCombatWorldStateData|1|?pCombatWorldStateData@@3PAUCombatWorldStateData@@A
0x00C91C00|CombatLocationData|1|?CombatLocationData@@3PAUCombatLocationInfo@@A
0x00C91C08|fTargetMovedRepathLengthLow|1|?fTargetMovedRepathLengthLow@@3V?$SettingT@VGameSettingCollection@@@@A
0x00C92B94|fCellAppTime|2|?fCellAppTime@@3MA
0x00C943DC|XGRAPHICS::ILImportSelStr|1|?ILImportSelStr@XGRAPHICS@@3PAPBDA
0x00C943E0|XGRAPHICS::ILOpCodeStr|1|?ILOpCodeStr@XGRAPHICS@@3PAPBDA
0x00C943E4|XGRAPHICS::ILMatrixStr|1|?ILMatrixStr@XGRAPHICS@@3PAPBDA
0x00C943E8|XGRAPHICS::ILPixTexUsageStr|1|?ILPixTexUsageStr@XGRAPHICS@@3PAPBDA
0x00C943EC|XGRAPHICS::ILTexShadowModeStr|1|?ILTexShadowModeStr@XGRAPHICS@@3PAPBDA
0x00C943F8|XGRAPHICS::ILZeroOpStr|1|?ILZeroOpStr@XGRAPHICS@@3PAPBDA
0x00C943FC|XGRAPHICS::ILCmpValStr|1|?ILCmpValStr@XGRAPHICS@@3PAPBDA
0x00C9917C|XGRAPHICS::xyzw|1|?xyzw@XGRAPHICS@@3QBDB
0x00C9B220|fSurgerySkinZoom|1|?fSurgerySkinZoom@@3V?$SettingT@VINISettingCollection@@@@A
0x00C9E850|sSlotPressAnyButtonText|1|?sSlotPressAnyButtonText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00CA2480|sMenuDisplayDayString|1|?sMenuDisplayDayString@@3V?$SettingT@VGameSettingCollection@@@@A
0x00CB6F38|LoveTesterReverseAnimations|1|?LoveTesterReverseAnimations@@3PAPBDA
0x00CC1AF0|iThreadProcessors|1|?iThreadProcessors@@3PAIA
0x00CC4C00|hkQuadRealMinusHalf|2|?hkQuadRealMinusHalf@@3U__vector4@@B
0x00CCE800|sPayoutListText|1|?sPayoutListText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00CD6760|hkClassClass|1|?hkClassClass@@3VhkClass@@B
0x00CEABE0|g_MemoryHelper|1|?g_MemoryHelper@@3VCMemoryHelper@@A
0x00CEB4E0|hkQsTransformIdentity|1|?hkQsTransformIdentity@@3VhkQsTransform@@A
0x00CEC338|hkPackfileSectionHeaderClass|1|?hkPackfileSectionHeaderClass@@3VhkClass@@B
0x00CF1D48|bPreloadIntroSequence|1|?bPreloadIntroSequence@@3V?$SettingT@VINISettingCollection@@@@A
0x00D32444|fSurgeryPlayerDefaultHPos|1|?fSurgeryPlayerDefaultHPos@@3V?$SettingT@VINISettingCollection@@@@A
0x00D48B0C|scriptParameterDefs|1|?scriptParameterDefs@@3PAUSCRIPT_PARAMETER_DEF@@A
0x00D58468|iConsoleVisibleLines|1|?iConsoleVisibleLines@@3V?$SettingT@VINISettingCollection@@@@A
0x00D584CC|bFileCheckModelCollision|1|?bFileCheckModelCollision@@3V?$SettingT@VINISettingCollection@@@@A
0x00D5E9EC|fGunWobbleChaseDriftTime|1|?fGunWobbleChaseDriftTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D83028|bForceNPCsUseAmmo|1|?bForceNPCsUseAmmo@@3V?$SettingT@VINISettingCollection@@@@A
0x00D83108|sRSMFacialHair|1|?sRSMFacialHair@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D83140|fMagicDefaultTouchDistance|1|?fMagicDefaultTouchDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D83A1C|sRSMGeneral|1|?sRSMGeneral@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D84170|fWeatherFlashDuration|1|?fWeatherFlashDuration@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D841CC|sNoMoreFollowers|1|?sNoMoreFollowers@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D846D4|iNumberActorsAllowedToFollowPlayer|1|?iNumberActorsAllowedToFollowPlayer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D84720|sJunk|1|?sJunk@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D86388|sNPCModelFemale|1|?sNPCModelFemale@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D863A0|sNPCModelMale|1|?sNPCModelMale@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D87004|formEnumString|4|?formEnumString@@3PAUFORM_ENUM_STRING@@A
0x00D87880|CombatAIMelee|1|?CombatAIMelee@@3VBSPerformanceTimer@@A
0x00D88B98|bipedObjectName|3|?bipedObjectName@@3PAPADA
0x00D88BE8|bipedBoneName|1|?bipedBoneName@@3PAPADA
0x00D89188|fJumpAnimDelay|1|?fJumpAnimDelay@@3V?$SettingT@VINISettingCollection@@@@A
0x00D895B8|pGSDay|1|?pGSDay@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00D8A598|pCriticalStageNames|1|?pCriticalStageNames@@3PAPBDA
0x00D8A838|weaponToAnimGroupWeapon|3|?weaponToAnimGroupWeapon@@3PAW4ANIM_GROUP_WEAPON_ENUM@@A
0x00D8C000|fGrassStartFadeDistance|1|?fGrassStartFadeDistance@@3V?$SettingT@VINISettingCollection@@@@A
0x00D8C360|pDefaultObjectData|1|?pDefaultObjectData@@3PAUDEFAULT_OBJECT_DATA@@A
0x00D8C608|pPlayerControls|1|?pPlayerControls@@3PAPADA
0x00D8C690|animGroupSectionNames|1|?animGroupSectionNames@@3PAPADA
0x00D8C6A8|KnockStateString|1|?KnockStateString@@3PAPADA
0x00D8C6D4|pAnimationActionStrings|1|?pAnimationActionStrings@@3PAPADA
0x00D8E8E0|scriptConsole|1|?scriptConsole@@3PAUSCRIPT_FUNCTION@@A
0x00D8E8E4|scriptFunctions|1|?scriptFunctions@@3PAUSCRIPT_FUNCTION@@A
0x00D96D6C|pLimbEnumNames|1|?pLimbEnumNames@@3PAPBDA
0x00D977A4|animWeaponInfo|3|?animWeaponInfo@@3PAPADA
0x00D977D8|animGroupInfo|3|?animGroupInfo@@3PAUANIM_GROUP_INFO@@A
0x00D977E4|animMoveInfo|1|?animMoveInfo@@3PAPADA
0x00D9B26C|fVATSGrenadeSkillFactor|1|?fVATSGrenadeSkillFactor@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D9B2BC|fVATSMeleeMaxDistance|1|?fVATSMeleeMaxDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00D9B734|pHairPartName|1|?pHairPartName@@3PAPADA
0x00D9BCB0|PackageTypeNames|3|?PackageTypeNames@@3PAPADA
0x00DA0294|iXenonMenuStickDeadZone|1|?iXenonMenuStickDeadZone@@3V?$SettingT@VINISettingCollection@@@@A
0x00DA03E4|pChallengeTypeTitles|1|?pChallengeTypeTitles@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00DA082C|sChipCountText|1|?sChipCountText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DA0A80|sAlignGood|1|?sAlignGood@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DA2FFC|sTestFile2|1|?sTestFile2@@3V?$SettingT@VINISettingCollection@@@@A
0x00DA3738|SleepStateString|1|?SleepStateString@@3PAPADA
0x00DA3780|CombatDetectionCycles|1|?CombatDetectionCycles@@3PAUCombatDetectionCyle@@A
0x00DA5700|pCombatVariableName|1|?pCombatVariableName@@3PAPADA
0x00DA5AB8|pCombatStateNames|1|?pCombatStateNames@@3PAPBDA
0x00DA7E60|bDebugCombatTextColorDark|1|?bDebugCombatTextColorDark@@3V?$SettingT@VINISettingCollection@@@@A
0x00DA7ED0|bDebugCombatCoverReservations|1|?bDebugCombatCoverReservations@@3V?$SettingT@VINISettingCollection@@@@A
0x00DA9478|fMagicAreaScaleMin|1|?fMagicAreaScaleMin@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DAA2E8|sMenuDisplayUnknownLocationString|1|?sMenuDisplayUnknownLocationString@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DAD840|fLODLandDropAmount|1|?fLODLandDropAmount@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC16BC|appTimer|15|?appTimer@@3VBSTimer@@A
0x00DC1D00|XGRAPHICS::scalar_ops_num_src|1|?scalar_ops_num_src@XGRAPHICS@@3PAHA
0x00DC3B3C|fRenderedTerminalFOV|2|?fRenderedTerminalFOV@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC3CB4|sLanguage|8|?sLanguage@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC3EA4|iNumHWThreads|3|?iNumHWThreads@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC3F2C|iLevelsPerPerk|1|?iLevelsPerPerk@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DC3F30|bINIGlobalNavMeshCheck|1|?bINIGlobalNavMeshCheck@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC3F80|bFileSkipIconChecks|1|?bFileSkipIconChecks@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC61EC|sArmorLowCond|1|?sArmorLowCond@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DC63CC|bUsePipboyMode|1|?bUsePipboyMode@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC7680|iTaskManagerThread|1|?iTaskManagerThread@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC7ADC|iFPSClamp|1|?iFPSClamp@@3V?$SettingT@VINISettingCollection@@@@A
0x00DC8394|fKarmaModStealing|1|?fKarmaModStealing@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCA268|sLockLevelText|1|?sLockLevelText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCA4F0|fGrassFadeRange|1|?fGrassFadeRange@@3V?$SettingT@VINISettingCollection@@@@A
0x00DCA728|dollyDelta|1|?dollyDelta@@3VNiPoint3@@A
0x00DCA72C|fVATSCameraDollyMin|1|?fVATSCameraDollyMin@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCAA84|sAmmoEffectSpread|1|?sAmmoEffectSpread@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCAAA0|sAmmoEffectCondition|1|?sAmmoEffectCondition@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCAAAC|sAmmoEffectDT|1|?sAmmoEffectDT@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCB6A0|sFirstPersonSkeleton|3|?sFirstPersonSkeleton@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCBA18|sQuickLoading|1|?sQuickLoading@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCBAA0|sCantRemoveWornItem|1|?sCantRemoveWornItem@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCBB40|fDetectionTimerSetting|1|?fDetectionTimerSetting@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCBBCC|sEquipItemOnPlayer|1|?sEquipItemOnPlayer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCBD08|sAutoLoading|1|?sAutoLoading@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCD074|sLevelUpTitleText|1|?sLevelUpTitleText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCDA1C|iActorKeepTurnDegree|1|?iActorKeepTurnDegree@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCDAD0|fAIEscortWaitDistanceInterior|1|?fAIEscortWaitDistanceInterior@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCDFCC|iJoystickMoveFrontBack|1|?iJoystickMoveFrontBack@@3V?$SettingT@VINISettingCollection@@@@A
0x00DCE10C|fVATSGrenadeRangeMin|1|?fVATSGrenadeRangeMin@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE32C|fVATSStrangerOdds|1|?fVATSStrangerOdds@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE494|fTargetMovedRepathLength|1|?fTargetMovedRepathLength@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE534|fVATSScreenPercentFactor|1|?fVATSScreenPercentFactor@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE654|fCombatSearchCheckInvestigateTime|1|?fCombatSearchCheckInvestigateTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE684|fProjectileDebugDuration|1|?fProjectileDebugDuration@@3V?$SettingT@VINISettingCollection@@@@A
0x00DCE738|fVATSFortuneOdds|1|?fVATSFortuneOdds@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE888|fVATSMeleeWarpDistanceMult|1|?fVATSMeleeWarpDistanceMult@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCE8F4|fCombatSearchCheckDoorMovingTime|1|?fCombatSearchCheckDoorMovingTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCEB98|fAIDodgeWalkChance|1|?fAIDodgeWalkChance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCECC4|fCombatSearchCheckDoorMovingDistance|1|?fCombatSearchCheckDoorMovingDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCEE54|fVATSRangeSpreadMax|1|?fVATSRangeSpreadMax@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCF2A0|fCombatSearchCheckDestinationMaxDistance|1|?fCombatSearchCheckDestinationMaxDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCF678|fVATSMaxChance|1|?fVATSMaxChance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCF7B8|fTargetMovedCoveredMoveRepathLength|1|?fTargetMovedCoveredMoveRepathLength@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCFAD4|fCombatSearchCheckDoorDistance|1|?fCombatSearchCheckDoorDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DCFD40|sBloodParticleDefault|1|?sBloodParticleDefault@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD012C|fSplashSoundHeavy|1|?fSplashSoundHeavy@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD018C|sInventoryDamageResistance|1|?sInventoryDamageResistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD0310|fSplashScale2|1|?fSplashScale2@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD0364|bShowQuestMarkers|1|?bShowQuestMarkers@@3VINIPrefSetting@@A
0x00DD04A8|fPlayerHealthHeartbeatFast|2|?fPlayerHealthHeartbeatFast@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD07F0|fSplashSoundLight|1|?fSplashSoundLight@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD0A54|fKillCameraCooldown|1|?fKillCameraCooldown@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD0A78|iExplosionDebug|1|?iExplosionDebug@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD0CE4|sBloodTextureDefault|1|?sBloodTextureDefault@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD12CC|fSneakExteriorDistanceMult|1|?fSneakExteriorDistanceMult@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1458|fSplashSoundMedium|1|?fSplashSoundMedium@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD150C|fExplosionLOSBuffer|1|?fExplosionLOSBuffer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD15A4|fMagicAreaScale|1|?fMagicAreaScale@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1ACC|fMagicAreaScaleMax|1|?fMagicAreaScaleMax@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1E18|sCantHotkeyBrokenItem|2|?sCantHotkeyBrokenItem@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1E24|sNoPickpocketAgain|1|?sNoPickpocketAgain@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1F08|sStatsH20Abbrev|2|?sStatsH20Abbrev@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1F14|sSaveGameCorruptMenuMessage|1|?sSaveGameCorruptMenuMessage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1F38|sRSMCharacter|1|?sRSMCharacter@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1F5C|sStatsRadResist|1|?sStatsRadResist@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1F74|sHackingLockout1|1|?sHackingLockout1@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1FA4|iInventoryAskQuantityAt|1|?iInventoryAskQuantityAt@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1FC8|sChemsWornOff|1|?sChemsWornOff@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1FD4|sRadiationDecrease|1|?sRadiationDecrease@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD1FEC|sReset|1|?sReset@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2058|sJaw|1|?sJaw@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD20C4|fPackRatModifier|1|?fPackRatModifier@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD20DC|sTone|1|?sTone@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2208|iMapMarkerRevealDistance|1|?iMapMarkerRevealDistance@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD22D4|sRSMEyeColor|1|?sRSMEyeColor@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2364|sCantSaveNow|1|?sCantSaveNow@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2388|fIronSightsMotionBlur|1|?fIronSightsMotionBlur@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2394|sActivateNPCCalmed|1|?sActivateNPCCalmed@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD23A0|sRSMCustom|1|?sRSMCustom@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2424|sBlackjackAntiCheatText|1|?sBlackjackAntiCheatText@@3V?$SettingT@VGameSettingCollection@@@@A
