global_addr,current_symbol,inferred_type,is_pointer,confidence,votes,total,distinct_classes,class_votes,callers,decision_type
0x14315CC90,gLODTrees,NiAVObject,0,medium,1,1,1,NiAVObject:1,FUN_14050e570,
0x1420FD3E0,TESForm::GetAllFormsByEditorID,BSFixedString,1,medium,1,1,1,BSFixedString:1,FUN_1401ddac0,
0x14315CCB0,DAT_14315ccb0,NiAVObject,0,medium,1,1,1,NiAVObject:1,FUN_1404fdbd0,
0x1435F14D0,DAT_1435f14d0,BSFixedString,0,medium,1,1,1,BSFixedString:1,FUN_14152e6f0,
0x1430FEEA0,VATS::GetSingleton,VATS,0,medium,1,1,1,VATS:1,FUN_14060c810,
0x14313A2A0,DAT_14313a2a0,AnimationFileManagerSingleton,0,medium,1,1,1,AnimationFileManagerSingleton:1,FUN_1407c7890,
0x1435F0530,BSUtilityShader::GetSingleton,BSShader,0,medium,1,1,1,BSShader:1,FUN_1414b6680,
0x14319D4A8,gHelpMessageManager,HelpMessageManager,0,medium,1,1,1,HelpMessageManager:1,FUN_140751b60,
0x1420F7DC8,BGSCreatedObjectManager::GetSingleton,Sky,0,medium,1,1,1,Sky:1,FUN_1401b98e0,
0x1420FCE88,DAT_1420fce88,BGSStoryManager,0,medium,1,1,1,BGSStoryManager:1,FUN_140532780,
0x1431886E8,Main::GetSingleton,Main,0,medium,1,1,1,Main:1,FUN_140640bd0,
0x14315E2A0,BSInputDeviceManager::GetSingleton,BSInputDeviceManager,0,medium,1,1,1,BSInputDeviceManager:1,Main::Update,
0x14338DC70,DAT_14338dc70,NiCullingProcess,1,medium,1,1,1,NiCullingProcess:1,Main::Update,
0x1420F9D78,TESWaterSystem::GetSingleton,TESWaterSystem,0,medium,1,1,1,TESWaterSystem:1,FUN_14064af30,
0x1432771F0,DAT_1432771f0,IOManager,0,medium,1,1,1,IOManager:1,FUN_14064e8e0,
0x143188918,PlayerCharacter::GetSingleton,Actor,0,low,37,84,11,Actor:37 TESObjectREFR:16 PlayerCharacter:14 BSReadWriteLock:6 AIProcess:3 IAnimationGraphManagerHolder:2 Character:2 ActorProcess:1 TaskQueueInterface:1 ActorValueOwner:1 TESObjectCELL:1,FUN_1408e6b00 Actor::Dismount Func4 FUN_140752520 FUN_140752090 Func55,
0x1431888E0,Main::WorldRootNode,NiCamera,0,low,1,3,3,NiCamera:1 NiAVObject:1 BSSceneGraph:1,FUN_14095e210 Main::DrawWorld::Add1stPersonGeomtoCuller FUN_140645e60,
