global_addr,current_symbol,inferred_type,is_pointer,confidence,votes,total,distinct_classes,class_votes,callers,decision_type
0x14317ABF0,BGSSaveLoadManager::GetSingleton,BGSSaveLoadManager,0,medium,2,3,2,BGSSaveLoadManager:2 BSFixedString:1,FUN_140614320 ConsoleFunc::handler::LoadGame FUN_1409426a0,
0x143187780,UI3DSceneManager::GetSingleton,UI3DSceneManager,0,medium,2,3,2,UI3DSceneManager:2 ShadowSceneNode:1,FUN_14094e720 FUN_140974b70 Inventory3DManager::InitializeDisplayObject,
0x14315CEA0,BSInputDeviceManager::GetSingleton,BSInputDeviceManager,0,medium,2,3,2,BSInputDeviceManager:2 Rumble:1,FUN_14063fa50 Main::Update Main::SetActive,
0x143138ED0,CrosshairPickData::GetSingleton,CrossHairPickData,0,medium,1,1,1,CrossHairPickData:1,PlayerCharacter::dtor_impl,
0x1431384A8,gUISaveLoadManager,UISaveLoadManager,0,medium,1,1,1,UISaveLoadManager:1,JournalMenu::ProcessMessage,
0x1431380E8,MenuControls::GetSingleton,MenuControls,0,medium,1,1,1,MenuControls:1,FUN_1408be990,
0x1420F8978,TESWaterSystem::GetSingleton,TESWaterSystem,0,medium,1,1,1,TESWaterSystem:1,FUN_140526910,
0x143257EE0,DAT_143257ee0,BSWin32SystemUtility,0,medium,1,1,1,BSWin32SystemUtility:1,FUN_140640120,
0x1431872C0,Main::GetSingleton,Main,0,medium,1,1,1,Main:1,FUN_140640120,
0x1430FD380,ScreenSplatter::GetSingleton,ScreenSplatter,0,medium,1,1,1,ScreenSplatter:1,FUN_14060a5b0,
0x1430FDAA0,VATS::GetSingleton,VATS,0,medium,1,1,1,VATS:1,FUN_14060a5b0,
0x143275DF0,DAT_143275df0,IOManager,0,medium,1,1,1,IOManager:1,TES::sub,
0x1420F8940,SubtitleManager::GetSingleton,SubtitleManager,0,medium,1,1,1,SubtitleManager:1,PlayerCharacter::sub_1406B7C50,
0x143144FB8,DAT_143144fb8,BSNavmeshInfoMap,0,medium,1,1,1,BSNavmeshInfoMap:1,FUN_1411ed820,
0x143138E90,DAT_143138e90,AnimationFileManagerSingleton,0,medium,1,1,1,AnimationFileManagerSingleton:1,FUN_1407c52b0,
0x1431874C0,Main::WorldRootNode,NiCamera,0,low,1,2,2,NiCamera:1 NiAVObject:1,Main::Draw FUN_1405b05a0,
